Date,State/UnionTerritory,Cured
5/6/2020,Jharkhand,354
5/6/2020,Karnataka,1610
5/6/2020,Kerala,690
5/6/2020,Ladakh,48
5/6/2020,Madhya Pradesh,5637
5/6/2020,Maharashtra,33681
5/6/2020,Manipur,38
5/6/2020,Meghalaya,13
5/6/2020,Mizoram,1
5/6/2020,Nagaland,0
5/6/2020,Odisha,1416
5/6/2020,Puducherry,25
5/6/2020,Punjab,2043
5/6/2020,Rajasthan,7104
5/6/2020,Sikkim,0
5/6/2020,Tamil Nadu,14902
5/6/2020,Telengana,1587
5/6/2020,Tripura,173
5/6/2020,Uttarakhand,297
5/6/2020,Uttar Pradesh,5439
5/6/2020,West Bengal,2768
5/6/2020,Cases being reassigned to states,0
6/6/2020,Andaman and Nicobar Islands,33
6/6/2020,Andhra Pradesh,2576
6/6/2020,Arunachal Pradesh,1
6/6/2020,Assam,498
6/6/2020,Bihar,2225
6/6/2020,Chandigarh,222
6/6/2020,Chhattisgarh,244
6/6/2020,Dadar Nagar Haveli,1
6/6/2020,Delhi,10315
6/6/2020,Goa,65
6/6/2020,Gujarat,13003
6/6/2020,Haryana,2134
6/6/2020,Himachal Pradesh,189
6/6/2020,Jammu and Kashmir,1086
6/6/2020,Jharkhand,410
6/6/2020,Karnataka,1688
6/6/2020,Kerala,712
6/6/2020,Ladakh,48
6/6/2020,Madhya Pradesh,5878
6/6/2020,Maharashtra,35156
6/6/2020,Manipur,41
6/6/2020,Meghalaya,13
6/6/2020,Mizoram,1
6/6/2020,Nagaland,0
6/6/2020,Odisha,1604
6/6/2020,Puducherry,36
6/6/2020,Punjab,2069
6/6/2020,Rajasthan,7359
6/6/2020,Sikkim,0
6/6/2020,Tamil Nadu,15762
6/6/2020,Telengana,1627
6/6/2020,Tripura,173
6/6/2020,Uttarakhand,344
6/6/2020,Uttar Pradesh,5648
6/6/2020,West Bengal,2912
6/6/2020,Cases being reassigned to states,0
7/6/2020,Andaman and Nicobar Islands,33
7/6/2020,Andhra Pradesh,2620
7/6/2020,Arunachal Pradesh,1
7/6/2020,Assam,547
7/6/2020,Bihar,2425
7/6/2020,Chandigarh,273
7/6/2020,Chhattisgarh,266
7/6/2020,Dadar Nagar Haveli,1
7/6/2020,Delhi,10664
7/6/2020,Goa,65
7/6/2020,Gujarat,13316
7/6/2020,Haryana,2134
7/6/2020,Himachal Pradesh,194
7/6/2020,Jammu and Kashmir,1126
7/6/2020,Jharkhand,473
7/6/2020,Karnataka,1968
7/6/2020,Kerala,762
7/6/2020,Ladakh,48
7/6/2020,Madhya Pradesh,6108
7/6/2020,Maharashtra,37390
7/6/2020,Manipur,52
7/6/2020,Meghalaya,13
7/6/2020,Mizoram,1
7/6/2020,Nagaland,0
7/6/2020,Odisha,1716
7/6/2020,Puducherry,36
7/6/2020,Punjab,2092
7/6/2020,Rajasthan,7501
7/6/2020,Sikkim,0
7/6/2020,Tamil Nadu,16395
7/6/2020,Telengana,1710
7/6/2020,Tripura,173
7/6/2020,Uttarakhand,423
7/6/2020,Uttar Pradesh,5648
7/6/2020,West Bengal,3119
7/6/2020,Cases being reassigned to states,0
8/6/2020,Andaman and Nicobar Islands,33
8/6/2020,Andhra Pradesh,2682
8/6/2020,Arunachal Pradesh,1
8/6/2020,Assam,615
8/6/2020,Bihar,2480
8/6/2020,Chandigarh,273
8/6/2020,Chhattisgarh,283
8/6/2020,Dadar Nagar Haveli,2
8/6/2020,Delhi,10664
8/6/2020,Goa,65
8/6/2020,Gujarat,13635
8/6/2020,Haryana,2134
8/6/2020,Himachal Pradesh,224
8/6/2020,Jammu and Kashmir,1216
8/6/2020,Jharkhand,490
8/6/2020,Karnataka,2132
8/6/2020,Kerala,803
8/6/2020,Ladakh,50
8/6/2020,Madhya Pradesh,6331
8/6/2020,Maharashtra,39314
8/6/2020,Manipur,52
8/6/2020,Meghalaya,13
8/6/2020,Mizoram,1
8/6/2020,Nagaland,8
8/6/2020,Odisha,1894
8/6/2020,Puducherry,36
8/6/2020,Punjab,2106
8/6/2020,Rajasthan,7641
8/6/2020,Sikkim,0
8/6/2020,Tamil Nadu,16999
8/6/2020,Telengana,1710
8/6/2020,Tripura,192
8/6/2020,Uttarakhand,528
8/6/2020,Uttar Pradesh,6185
8/6/2020,West Bengal,3303
8/6/2020,Cases being reassigned to states,0
9/6/2020,Andaman and Nicobar Islands,33
9/6/2020,Andhra Pradesh,2745
9/6/2020,Arunachal Pradesh,1
9/6/2020,Assam,665
9/6/2020,Bihar,2499
9/6/2020,Chandigarh,273
9/6/2020,Chhattisgarh,308
9/6/2020,Dadar Nagar Haveli,2
9/6/2020,Delhi,11357
9/6/2020,Goa,67
9/6/2020,Gujarat,13956
9/6/2020,Haryana,2134
9/6/2020,Himachal Pradesh,227
9/6/2020,Jammu and Kashmir,1324
9/6/2020,Jharkhand,519
9/6/2020,Karnataka,2519
9/6/2020,Kerala,814
9/6/2020,Ladakh,52
9/6/2020,Madhya Pradesh,6536
9/6/2020,Maharashtra,40975
9/6/2020,Manipur,58
9/6/2020,Meghalaya,13
9/6/2020,Mizoram,1
9/6/2020,Nagaland,8
9/6/2020,Odisha,1993
9/6/2020,Puducherry,52
9/6/2020,Punjab,2128
9/6/2020,Rajasthan,8004
9/6/2020,Sikkim,0
9/6/2020,Tamil Nadu,17527
9/6/2020,Telengana,1710
9/6/2020,Tripura,192
9/6/2020,Uttarakhand,714
9/6/2020,Uttar Pradesh,6344
9/6/2020,West Bengal,3465
9/6/2020,Cases being reassigned to states,0
10/6/2020,Andaman and Nicobar Islands,33
10/6/2020,Andhra Pradesh,2802
10/6/2020,Arunachal Pradesh,1
10/6/2020,Assam,1085
10/6/2020,Bihar,2864
10/6/2020,Chandigarh,286
10/6/2020,Chhattisgarh,386
10/6/2020,Dadar Nagar Haveli,2
10/6/2020,Delhi,11861
10/6/2020,Goa,67
10/6/2020,Gujarat,14365
10/6/2020,Haryana,2134
10/6/2020,Himachal Pradesh,249
10/6/2020,Jammu and Kashmir,1506
10/6/2020,Jharkhand,559
10/6/2020,Karnataka,2604
10/6/2020,Kerala,848
10/6/2020,Ladakh,52
10/6/2020,Madhya Pradesh,6729
10/6/2020,Maharashtra,42638
10/6/2020,Manipur,61
10/6/2020,Meghalaya,13
10/6/2020,Mizoram,1
10/6/2020,Nagaland,10
10/6/2020,Odisha,2133
10/6/2020,Puducherry,52
10/6/2020,Punjab,2167
10/6/2020,Rajasthan,8328
10/6/2020,Sikkim,0
10/6/2020,Tamil Nadu,18325
10/6/2020,Telengana,1809
10/6/2020,Tripura,192
10/6/2020,Uttarakhand,755
10/6/2020,Uttar Pradesh,6669
10/6/2020,West Bengal,3620
10/6/2020,Cases being reassigned to states,0
11/6/2020,Andaman and Nicobar Islands,33
11/6/2020,Andhra Pradesh,2899
11/6/2020,Arunachal Pradesh,2
11/6/2020,Assam,1249
11/6/2020,Bihar,3071
11/6/2020,Chandigarh,286
11/6/2020,Chhattisgarh,402
11/6/2020,Dadar Nagar Haveli,2
11/6/2020,Daman & Diu,0
11/6/2020,Delhi,12245
11/6/2020,Goa,67
11/6/2020,Gujarat,14735
11/6/2020,Haryana,2188
11/6/2020,Himachal Pradesh,254
11/6/2020,Jammu and Kashmir,1671
11/6/2020,Jharkhand,592
11/6/2020,Karnataka,2862
11/6/2020,Kerala,905
11/6/2020,Ladakh,52
11/6/2020,Madhya Pradesh,6892
11/6/2020,Maharashtra,44517
11/6/2020,Manipur,63
11/6/2020,Meghalaya,13
11/6/2020,Mizoram,1
11/6/2020,Nagaland,22
11/6/2020,Odisha,2282
11/6/2020,Puducherry,53
11/6/2020,Punjab,2232
11/6/2020,Rajasthan,8569
11/6/2020,Sikkim,0
11/6/2020,Tamil Nadu,19333
11/6/2020,Telengana,1817
11/6/2020,Tripura,239
11/6/2020,Uttarakhand,831
11/6/2020,Uttar Pradesh,6871
11/6/2020,West Bengal,3779
11/6/2020,Cases being reassigned to states,0
12/6/2020,Andaman and Nicobar Islands,33
12/6/2020,Andhra Pradesh,3048
12/6/2020,Arunachal Pradesh,4
12/6/2020,Assam,1432
12/6/2020,Bihar,3266
12/6/2020,Chandigarh,286
12/6/2020,Chhattisgarh,447
12/6/2020,Dadra and Nagar Haveli and Daman and Diu,2
12/6/2020,Delhi,12731
12/6/2020,Goa,67
12/6/2020,Gujarat,15101
12/6/2020,Haryana,2260
12/6/2020,Himachal Pradesh,280
12/6/2020,Jammu and Kashmir,1820
12/6/2020,Jharkhand,630
12/6/2020,Karnataka,2977
12/6/2020,Kerala,968
12/6/2020,Ladakh,54
12/6/2020,Madhya Pradesh,7042
12/6/2020,Maharashtra,46078
12/6/2020,Manipur,73
12/6/2020,Meghalaya,18
12/6/2020,Mizoram,1
12/6/2020,Nagaland,22
12/6/2020,Odisha,2354
12/6/2020,Puducherry,67
12/6/2020,Punjab,2259
12/6/2020,Rajasthan,8775
12/6/2020,Sikkim,2
12/6/2020,Tamil Nadu,20705
12/6/2020,Telangana,1993
12/6/2020,Tripura,278
12/6/2020,Uttarakhand,842
12/6/2020,Uttar Pradesh,7292
12/6/2020,West Bengal,3988
12/6/2020,Cases being reassigned to states,0
13/06/20,Andaman and Nicobar Islands,33
13/06/20,Andhra Pradesh,3105
13/06/20,Arunachal Pradesh,4
13/06/20,Assam,1537
13/06/20,Bihar,3587
13/06/20,Chandigarh,286
13/06/20,Chhattisgarh,550
13/06/20,Dadra and Nagar Haveli and Daman and Diu,2
13/06/20,Delhi,13398
13/06/20,Goa,69
13/06/20,Gujarat,15493
13/06/20,Haryana,2475
13/06/20,Himachal Pradesh,297
13/06/20,Jammu and Kashmir,2086
13/06/20,Jharkhand,672
13/06/20,Karnataka,3440
13/06/20,Kerala,1000
13/06/20,Ladakh,62
13/06/20,Madhya Pradesh,7201
13/06/20,Maharashtra,47796
13/06/20,Manipur,77
13/06/20,Meghalaya,22
13/06/20,Mizoram,1
13/06/20,Nagaland,49
13/06/20,Odisha,2474
13/06/20,Puducherry,67
13/06/20,Punjab,2282
13/06/20,Rajasthan,8898
13/06/20,Sikkim,2
13/06/20,Tamil Nadu,22047
13/06/20,Telangana,2278
13/06/20,Tripura,278
13/06/20,Uttarakhand,947
13/06/20,Uttar Pradesh,7609
13/06/20,West Bengal,4206
13/06/20,Cases being reassigned to states,0
14/06/20,Andaman and Nicobar Islands,33
14/06/20,Andhra Pradesh,3195
14/06/20,Arunachal Pradesh,4
14/06/20,Assam,1584
14/06/20,Bihar,3956
14/06/20,Chandigarh,286
14/06/20,Chhattisgarh,631
14/06/20,Dadra and Nagar Haveli and Daman and Diu,2
14/06/20,Delhi,14945
14/06/20,Goa,70
14/06/20,Gujarat,15883
14/06/20,Haryana,2803
14/06/20,Himachal Pradesh,313
14/06/20,Jammu and Kashmir,2269
14/06/20,Jharkhand,816
14/06/20,Karnataka,3648
14/06/20,Kerala,1046
14/06/20,Ladakh,68
14/06/20,Madhya Pradesh,7377
14/06/20,Maharashtra,49346
14/06/20,Manipur,91
14/06/20,Meghalaya,22
14/06/20,Mizoram,1
14/06/20,Nagaland,76
14/06/20,Odisha,2594
14/06/20,Puducherry,82
14/06/20,Punjab,2327
14/06/20,Rajasthan,9337
14/06/20,Sikkim,4
14/06/20,Tamil Nadu,23409
14/06/20,Telangana,2352
14/06/20,Tripura,315
14/06/20,Uttarakhand,1077
14/06/20,Uttar Pradesh,7875
14/06/20,West Bengal,4542
14/06/20,Cases being reassigned to states,0
15/06/20,Andaman and Nicobar Islands,33
15/06/20,Andhra Pradesh,3314
15/06/20,Arunachal Pradesh,7
15/06/20,Assam,1960
15/06/20,Bihar,4170
15/06/20,Chandigarh,293
15/06/20,Chhattisgarh,763
15/06/20,Dadra and Nagar Haveli and Daman and Diu,2
15/06/20,Delhi,15823
15/06/20,Goa,74
15/06/20,Gujarat,16325
15/06/20,Haryana,3003
15/06/20,Himachal Pradesh,337
15/06/20,Jammu and Kashmir,2389
15/06/20,Jharkhand,905
15/06/20,Karnataka,3955
15/06/20,Kerala,1102
15/06/20,Ladakh,80
15/06/20,Madhya Pradesh,7677
15/06/20,Maharashtra,50978
15/06/20,Manipur,91
15/06/20,Meghalaya,25
15/06/20,Mizoram,1
15/06/20,Nagaland,88
15/06/20,Odisha,2708
15/06/20,Puducherry,91
15/06/20,Punjab,2356
15/06/20,Rajasthan,9566
15/06/20,Sikkim,4
15/06/20,Tamil Nadu,24547
15/06/20,Telangana,2377
15/06/20,Tripura,315
15/06/20,Uttarakhand,1111
15/06/20,Uttar Pradesh,8268
15/06/20,West Bengal,5060
15/06/20,Cases being reassigned to states,0
16/06/20,Andaman and Nicobar Islands,33
16/06/20,Andhra Pradesh,3316
16/06/20,Arunachal Pradesh,7
16/06/20,Assam,2166
16/06/20,Bihar,4409
16/06/20,Chandigarh,296
16/06/20,Chhattisgarh,890
16/06/20,Dadra and Nagar Haveli and Daman and Diu,5
16/06/20,Delhi,16427
16/06/20,Goa,85
16/06/20,Gujarat,16664
16/06/20,Haryana,3565
16/06/20,Himachal Pradesh,353
16/06/20,Jammu and Kashmir,2604
16/06/20,Jharkhand,905
16/06/20,Karnataka,4135
16/06/20,Kerala,1175
16/06/20,Ladakh,82
16/06/20,Madhya Pradesh,7903
16/06/20,Maharashtra,56049
16/06/20,Manipur,151
16/06/20,Meghalaya,25
16/06/20,Mizoram,1
16/06/20,Nagaland,92
16/06/20,Odisha,2854
16/06/20,Puducherry,95
16/06/20,Punjab,2443
16/06/20,Rajasthan,9785
16/06/20,Sikkim,4
16/06/20,Tamil Nadu,25344
16/06/20,Telangana,2766
16/06/20,Tripura,433
16/06/20,Uttarakhand,1189
16/06/20,Uttar Pradesh,8268
16/06/20,West Bengal,5494
16/06/20,Cases being reassigned to states,0
17/06/20,Andaman and Nicobar Islands,33
17/06/20,Andhra Pradesh,3509
17/06/20,Arunachal Pradesh,7
17/06/20,Assam,2166
17/06/20,Bihar,4644
17/06/20,Chandigarh,302
17/06/20,Chhattisgarh,1036
17/06/20,Dadra and Nagar Haveli and Daman and Diu,9
17/06/20,Delhi,16500
17/06/20,Goa,85
17/06/20,Gujarat,17082
17/06/20,Haryana,3748
17/06/20,Himachal Pradesh,372
17/06/20,Jammu and Kashmir,2781
17/06/20,Jharkhand,1121
17/06/20,Karnataka,4456
17/06/20,Kerala,1236
17/06/20,Ladakh,85
17/06/20,Madhya Pradesh,8152
17/06/20,Maharashtra,57851
17/06/20,Manipur,159
17/06/20,Meghalaya,25
17/06/20,Mizoram,1
17/06/20,Nagaland,92
17/06/20,Odisha,2974
17/06/20,Puducherry,99
17/06/20,Punjab,2461
17/06/20,Rajasthan,9849
17/06/20,Sikkim,4
17/06/20,Tamil Nadu,26782
17/06/20,Telangana,3027
17/06/20,Tripura,433
17/06/20,Uttarakhand,1216
17/06/20,Uttar Pradesh,8610
17/06/20,West Bengal,6028
17/06/20,Cases being reassigned to states,0
18/06/20,Andaman and Nicobar Islands,33
18/06/20,Andhra Pradesh,3641
18/06/20,Arunachal Pradesh,7
18/06/20,Assam,2642
18/06/20,Bihar,4926
18/06/20,Chandigarh,303
18/06/20,Chhattisgarh,1180
18/06/20,Dadra and Nagar Haveli and Daman and Diu,12
18/06/20,Delhi,17457
18/06/20,Goa,96
18/06/20,Gujarat,17430
18/06/20,Haryana,3952
18/06/20,Himachal Pradesh,372
18/06/20,Jammu and Kashmir,2914
18/06/20,Jharkhand,1151
18/06/20,Karnataka,4804
18/06/20,Kerala,1326
18/06/20,Ladakh,92
18/06/20,Madhya Pradesh,8388
18/06/20,Maharashtra,59166
18/06/20,Manipur,192
18/06/20,Meghalaya,30
18/06/20,Mizoram,1
18/06/20,Nagaland,103
18/06/20,Odisha,3047
18/06/20,Puducherry,109
18/06/20,Punjab,2538
18/06/20,Rajasthan,10467
18/06/20,Sikkim,4
18/06/20,Tamil Nadu,27624
18/06/20,Telangana,3071
18/06/20,Tripura,556
18/06/20,Uttarakhand,1254
18/06/20,Uttar Pradesh,8904
18/06/20,West Bengal,6533
18/06/20,Cases being reassigned to states,0
19/06/20,Andaman and Nicobar Islands,33
19/06/20,Andhra Pradesh,3789
19/06/20,Arunachal Pradesh,10
19/06/20,Assam,2654
19/06/20,Bihar,5056
19/06/20,Chandigarh,306
19/06/20,Chhattisgarh,1228
19/06/20,Dadra and Nagar Haveli and Daman and Diu,13
19/06/20,Delhi,21341
19/06/20,Goa,109
19/06/20,Gujarat,17819
19/06/20,Haryana,4556
19/06/20,Himachal Pradesh,382
19/06/20,Jammu and Kashmir,3144
19/06/20,Jharkhand,1198
19/06/20,Karnataka,4983
19/06/20,Kerala,1415
19/06/20,Ladakh,95
19/06/20,Madhya Pradesh,8632
19/06/20,Maharashtra,60838
19/06/20,Manipur,199
19/06/20,Meghalaya,30
19/06/20,Mizoram,1
19/06/20,Nagaland,103
19/06/20,Odisha,3144
19/06/20,Puducherry,109
19/06/20,Punjab,2570
19/06/20,Rajasthan,10742
19/06/20,Sikkim,5
19/06/20,Tamil Nadu,28641
19/06/20,Telangana,3301
19/06/20,Tripura,639
19/06/20,Uttarakhand,1386
19/06/20,Uttar Pradesh,9239
19/06/20,West Bengal,7001
19/06/20,Cases being reassigned to states,0
20/06/20,Andaman and Nicobar Islands,35
20/06/20,Andhra Pradesh,3917
20/06/20,Arunachal Pradesh,11
20/06/20,Assam,3039
20/06/20,Bihar,5098
20/06/20,Chandigarh,315
20/06/20,Chhattisgarh,1331
20/06/20,Dadra and Nagar Haveli and Daman and Diu,14
20/06/20,Delhi,23569
20/06/20,Goa,118
20/06/20,Gujarat,18159
20/06/20,Haryana,4889
20/06/20,Himachal Pradesh,388
20/06/20,Jammu and Kashmir,3194
20/06/20,Jharkhand,1332
20/06/20,Karnataka,5210
20/06/20,Kerala,1511
20/06/20,Ladakh,95
20/06/20,Madhya Pradesh,8748
20/06/20,Maharashtra,62773
20/06/20,Manipur,218
20/06/20,Meghalaya,33
20/06/20,Mizoram,1
20/06/20,Nagaland,125
20/06/20,Odisha,3297
20/06/20,Puducherry,118
20/06/20,Punjab,2636
20/06/20,Rajasthan,10997
20/06/20,Sikkim,5
20/06/20,Tamil Nadu,30271
20/06/20,Telangana,3353
20/06/20,Tripura,657
20/06/20,Uttarakhand,1433
20/06/20,Uttar Pradesh,9638
20/06/20,West Bengal,7303
20/06/20,Cases being reassigned to states,0
21/06/20,Andaman and Nicobar Islands,36
21/06/20,Andhra Pradesh,4111
21/06/20,Arunachal Pradesh,14
21/06/20,Assam,3039
21/06/20,Bihar,5529
21/06/20,Chandigarh,316
21/06/20,Chhattisgarh,1394
21/06/20,Dadra and Nagar Haveli and Daman and Diu,26
21/06/20,Delhi,31294
21/06/20,Goa,129
21/06/20,Gujarat,18694
21/06/20,Haryana,5128
21/06/20,Himachal Pradesh,413
21/06/20,Jammu and Kashmir,3336
21/06/20,Jharkhand,1335
21/06/20,Karnataka,5391
21/06/20,Kerala,1568
21/06/20,Ladakh,117
21/06/20,Madhya Pradesh,8880
21/06/20,Maharashtra,64153
21/06/20,Manipur,232
21/06/20,Meghalaya,33
21/06/20,Mizoram,9
21/06/20,Nagaland,138
21/06/20,Odisha,3534
21/06/20,Puducherry,118
21/06/20,Punjab,2678
21/06/20,Rajasthan,11274
21/06/20,Sikkim,25
21/06/20,Tamil Nadu,31316
21/06/20,Telangana,3506
21/06/20,Tripura,680
21/06/20,Uttarakhand,1450
21/06/20,Uttar Pradesh,9995
21/06/20,West Bengal,7865
21/06/20,Cases being reassigned to states,0
22/06/20,Andaman and Nicobar Islands,37
22/06/20,Andhra Pradesh,4331
22/06/20,Arunachal Pradesh,15
22/06/20,Assam,3360
22/06/20,Bihar,5580
22/06/20,Chandigarh,316
22/06/20,Chhattisgarh,1447
22/06/20,Dadra and Nagar Haveli and Daman and Diu,26
22/06/20,Delhi,33013
22/06/20,Goa,129
22/06/20,Gujarat,19349
22/06/20,Haryana,5557
22/06/20,Himachal Pradesh,425
22/06/20,Jammu and Kashmir,3382
22/06/20,Jharkhand,1406
22/06/20,Karnataka,5618
22/06/20,Kerala,1661
22/06/20,Ladakh,134
22/06/20,Madhya Pradesh,9015
22/06/20,Maharashtra,65744
22/06/20,Manipur,250
22/06/20,Meghalaya,33
22/06/20,Mizoram,9
22/06/20,Nagaland,141
22/06/20,Odisha,3720
22/06/20,Puducherry,140
22/06/20,Punjab,2700
22/06/20,Rajasthan,11597
22/06/20,Sikkim,25
22/06/20,Tamil Nadu,32754
22/06/20,Telangana,3731
22/06/20,Tripura,759
22/06/20,Uttarakhand,1500
22/06/20,Uttar Pradesh,10995
22/06/20,West Bengal,8297
22/06/20,Cases being reassigned to states,0
23/06/20,Andaman and Nicobar Islands,37
23/06/20,Andhra Pradesh,4495
23/06/20,Arunachal Pradesh,21
23/06/20,Assam,3521
23/06/20,Bihar,5781
23/06/20,Chandigarh,322
23/06/20,Chhattisgarh,1513
23/06/20,Dadra and Nagar Haveli and Daman and Diu,27
23/06/20,Delhi,36602
23/06/20,Goa,152
23/06/20,Gujarat,19909
23/06/20,Haryana,5916
23/06/20,Himachal Pradesh,437
23/06/20,Jammu and Kashmir,3531
23/06/20,Jharkhand,1469
23/06/20,Karnataka,5730
23/06/20,Kerala,1749
23/06/20,Ladakh,136
23/06/20,Madhya Pradesh,9215
23/06/20,Maharashtra,67706
23/06/20,Manipur,250
23/06/20,Meghalaya,37
23/06/20,Mizoram,9
23/06/20,Nagaland,141
23/06/20,Odisha,3863
23/06/20,Puducherry,149
23/06/20,Punjab,2825
23/06/20,Rajasthan,11910
23/06/20,Sikkim,29
23/06/20,Tamil Nadu,34112
23/06/20,Telangana,4005
23/06/20,Tripura,782
23/06/20,Uttarakhand,1521
23/06/20,Uttar Pradesh,11601
23/06/20,West Bengal,8687
23/06/20,Cases being reassigned to states,0
24/06/20,Andaman and Nicobar Islands,40
24/06/20,Andhra Pradesh,4599
24/06/20,Arunachal Pradesh,22
24/06/20,Assam,3762
24/06/20,Bihar,6104
24/06/20,Chandigarh,322
24/06/20,Chhattisgarh,1553
24/06/20,Dadra and Nagar Haveli and Daman and Diu,29
24/06/20,Delhi,39313
24/06/20,Goa,205
24/06/20,Gujarat,20513
24/06/20,Haryana,6498
24/06/20,Himachal Pradesh,443
24/06/20,Jammu and Kashmir,3642
24/06/20,Jharkhand,1520
24/06/20,Karnataka,6004
24/06/20,Kerala,1809
24/06/20,Ladakh,148
24/06/20,Madhya Pradesh,9335
24/06/20,Maharashtra,69631
24/06/20,Manipur,258
24/06/20,Meghalaya,37
24/06/20,Mizoram,9
24/06/20,Nagaland,141
24/06/20,Odisha,3988
24/06/20,Puducherry,165
24/06/20,Punjab,3047
24/06/20,Rajasthan,12213
24/06/20,Sikkim,29
24/06/20,Tamil Nadu,35339
24/06/20,Telangana,4224
24/06/20,Tripura,807
24/06/20,Uttarakhand,1602
24/06/20,Uttar Pradesh,12116
24/06/20,West Bengal,9218
24/06/20,Cases being reassigned to states,0
25/06/20,Andaman and Nicobar Islands,43
25/06/20,Andhra Pradesh,4779
25/06/20,Arunachal Pradesh,38
25/06/20,Assam,3958
25/06/20,Bihar,6113
25/06/20,Chandigarh,323
25/06/20,Chhattisgarh,1627
25/06/20,Dadra and Nagar Haveli and Daman and Diu,30
25/06/20,Delhi,41437
25/06/20,Goa,289
25/06/20,Gujarat,21088
25/06/20,Haryana,6925
25/06/20,Himachal Pradesh,466
25/06/20,Jammu and Kashmir,3818
25/06/20,Jharkhand,1570
25/06/20,Karnataka,6151
25/06/20,Kerala,1888
25/06/20,Ladakh,274
25/06/20,Madhya Pradesh,9473
25/06/20,Maharashtra,73792
25/06/20,Manipur,328
25/06/20,Meghalaya,42
25/06/20,Mizoram,19
25/06/20,Nagaland,148
25/06/20,Odisha,4123
25/06/20,Puducherry,176
25/06/20,Punjab,3099
25/06/20,Rajasthan,12611
25/06/20,Sikkim,39
25/06/20,Tamil Nadu,37763
25/06/20,Telangana,4361
25/06/20,Tripura,897
25/06/20,Uttarakhand,1721
25/06/20,Uttar Pradesh,12586
25/06/20,West Bengal,9702
25/06/20,Cases being reassigned to states,0
26/06/20,Andaman and Nicobar Islands,43
26/06/20,Andhra Pradesh,4988
26/06/20,Arunachal Pradesh,38
26/06/20,Assam,4033
26/06/20,Bihar,6441
26/06/20,Chandigarh,329
26/06/20,Chhattisgarh,1755
26/06/20,Dadra and Nagar Haveli and Daman and Diu,32
26/06/20,Delhi,44765
26/06/20,Goa,335
26/06/20,Gujarat,21498
26/06/20,Haryana,7380
26/06/20,Himachal Pradesh,477
26/06/20,Jammu and Kashmir,3967
26/06/20,Jharkhand,1605
26/06/20,Karnataka,6670
26/06/20,Kerala,1943
26/06/20,Ladakh,358
26/06/20,Madhya Pradesh,9619
26/06/20,Maharashtra,77453
26/06/20,Manipur,354
26/06/20,Meghalaya,42
26/06/20,Mizoram,30
26/06/20,Nagaland,160
26/06/20,Odisha,4291
26/06/20,Puducherry,187
26/06/20,Punjab,3192
26/06/20,Rajasthan,12840
26/06/20,Sikkim,39
26/06/20,Tamil Nadu,39999
26/06/20,Telangana,4688
26/06/20,Tripura,1019
26/06/20,Uttarakhand,1758
26/06/20,Uttar Pradesh,13119
26/06/20,West Bengal,10190
26/06/20,Cases being reassigned to states,0
27/06/20,Andaman and Nicobar Islands,43
27/06/20,Andhra Pradesh,5196
27/06/20,Arunachal Pradesh,42
27/06/20,Assam,4259
27/06/20,Bihar,6762
27/06/20,Chandigarh,335
27/06/20,Chhattisgarh,1914
27/06/20,Dadra and Nagar Haveli and Daman and Diu,41
27/06/20,Delhi,47091
27/06/20,Goa,370
27/06/20,Gujarat,22030
27/06/20,Haryana,8016
27/06/20,Himachal Pradesh,502
27/06/20,Jammu and Kashmir,4080
27/06/20,Jharkhand,1643
27/06/20,Karnataka,6916
27/06/20,Kerala,2008
27/06/20,Ladakh,358
27/06/20,Madhya Pradesh,9804
27/06/20,Maharashtra,79815
27/06/20,Manipur,393
27/06/20,Meghalaya,42
27/06/20,Mizoram,30
27/06/20,Nagaland,162
27/06/20,Odisha,4422
27/06/20,Puducherry,187
27/06/20,Punjab,3201
27/06/20,Rajasthan,13062
27/06/20,Sikkim,39
27/06/20,Tamil Nadu,41357
27/06/20,Telangana,4766
27/06/20,Tripura,1055
27/06/20,Uttarakhand,1822
27/06/20,Uttar Pradesh,13583
27/06/20,West Bengal,10535
27/06/20,Cases being reassigned to states,0
28/06/20,Andaman and Nicobar Islands,43
28/06/20,Andhra Pradesh,5480
28/06/20,Arunachal Pradesh,54
28/06/20,Assam,4500
28/06/20,Bihar,6843
28/06/20,Chandigarh,335
28/06/20,Chhattisgarh,1914
28/06/20,Dadra and Nagar Haveli and Daman and Diu,55
28/06/20,Delhi,49301
28/06/20,Goa,420
28/06/20,Gujarat,22409
28/06/20,Haryana,8472
28/06/20,Himachal Pradesh,509
28/06/20,Jammu and Kashmir,4225
28/06/20,Jharkhand,1724
28/06/20,Karnataka,7287
28/06/20,Kerala,2110
28/06/20,Ladakh,554
28/06/20,Madhya Pradesh,9971
28/06/20,Maharashtra,84245
28/06/20,Manipur,432
28/06/20,Meghalaya,42
28/06/20,Mizoram,55
28/06/20,Nagaland,164
28/06/20,Odisha,4606
28/06/20,Puducherry,221
28/06/20,Punjab,3320
28/06/20,Rajasthan,13367
28/06/20,Sikkim,46
28/06/20,Tamil Nadu,44094
28/06/20,Telangana,4928
28/06/20,Tripura,1071
28/06/20,Uttarakhand,1912
28/06/20,Uttar Pradesh,14215
28/06/20,West Bengal,10789
28/06/20,Cases being reassigned to states,0
29/06/20,Andaman and Nicobar Islands,45
29/06/20,Andhra Pradesh,5908
29/06/20,Arunachal Pradesh,60
29/06/20,Assam,5088
29/06/20,Bihar,7118
29/06/20,Chandigarh,336
