Date,State/UnionTerritory,Cured
13/04/20,Chandigarh,7
13/04/20,Chhattisgarh,10
13/04/20,Delhi,27
13/04/20,Goa,5
13/04/20,Gujarat,47
13/04/20,Haryana,29
13/04/20,Himachal Pradesh,13
13/04/20,Jammu and Kashmir,6
13/04/20,Jharkhand,0
13/04/20,Karnataka,59
13/04/20,Kerala,179
13/04/20,Ladakh,10
13/04/20,Madhya Pradesh,44
13/04/20,Maharashtra,217
13/04/20,Manipur,1
13/04/20,Mizoram,0
13/04/20,Nagaland,0
13/04/20,Odisha,12
13/04/20,Puducherry,1
13/04/20,Punjab,14
13/04/20,Rajasthan,21
13/04/20,Tamil Nadu,50
13/04/20,Telengana,100
13/04/20,Tripura,0
13/04/20,Uttarakhand,5
13/04/20,Uttar Pradesh,47
13/04/20,West Bengal,29
14/04/20,Andhra Pradesh,14
14/04/20,Andaman and Nicobar Islands,10
14/04/20,Arunachal Pradesh,0
14/04/20,Assam,0
14/04/20,Bihar,26
14/04/20,Chandigarh,7
14/04/20,Chhattisgarh,10
14/04/20,Delhi,30
14/04/20,Goa,5
14/04/20,Gujarat,55
14/04/20,Haryana,34
14/04/20,Himachal Pradesh,13
14/04/20,Jammu and Kashmir,16
14/04/20,Jharkhand,0
14/04/20,Karnataka,65
14/04/20,Kerala,198
14/04/20,Ladakh,10
14/04/20,Madhya Pradesh,51
14/04/20,Maharashtra,229
14/04/20,Manipur,1
14/04/20,Meghalaya,0
14/04/20,Mizoram,0
14/04/20,Nagaland,0
14/04/20,Odisha,18
14/04/20,Puducherry,1
14/04/20,Punjab,14
14/04/20,Rajasthan,133
14/04/20,Tamil Nadu,58
14/04/20,Telengana,100
14/04/20,Tripura,0
14/04/20,Uttarakhand,7
14/04/20,Uttar Pradesh,49
14/04/20,West Bengal,36
15/04/20,Andaman and Nicobar Islands,10
15/04/20,Andhra Pradesh,16
15/04/20,Arunachal Pradesh,0
15/04/20,Assam,0
15/04/20,Bihar,29
15/04/20,Chandigarh,7
15/04/20,Chhattisgarh,13
15/04/20,Delhi,30
15/04/20,Goa,5
15/04/20,Gujarat,59
15/04/20,Haryana,34
15/04/20,Himachal Pradesh,13
15/04/20,Jammu and Kashmir,30
15/04/20,Jharkhand,0
15/04/20,Karnataka,75
15/04/20,Kerala,211
15/04/20,Ladakh,10
15/04/20,Madhya Pradesh,64
15/04/20,Maharashtra,259
15/04/20,Manipur,1
15/04/20,Meghalaya,0
15/04/20,Mizoram,0
15/04/20,Nagaland,0
15/04/20,Odisha,18
15/04/20,Puducherry,1
15/04/20,Punjab,14
15/04/20,Rajasthan,147
15/04/20,Tamil Nadu,81
15/04/20,Telengana,120
15/04/20,Tripura,0
15/04/20,Uttarakhand,9
15/04/20,Uttar Pradesh,51
15/04/20,West Bengal,37
16/04/20,Andaman and Nicobar Islands,10
16/04/20,Andhra Pradesh,20
16/04/20,Arunachal Pradesh,0
16/04/20,Assam,5
16/04/20,Bihar,29
16/04/20,Chandigarh,7
16/04/20,Chhattisgarh,17
16/04/20,Delhi,42
16/04/20,Goa,5
16/04/20,Gujarat,64
16/04/20,Haryana,43
16/04/20,Himachal Pradesh,16
16/04/20,Jammu and Kashmir,36
16/04/20,Jharkhand,0
16/04/20,Karnataka,82
16/04/20,Kerala,218
16/04/20,Ladakh,10
16/04/20,Madhya Pradesh,64
16/04/20,Maharashtra,295
16/04/20,Manipur,1
16/04/20,Meghalaya,0
16/04/20,Mizoram,0
16/04/20,Nagaland,0
16/04/20,Odisha,18
16/04/20,Puducherry,1
16/04/20,Punjab,27
16/04/20,Rajasthan,147
16/04/20,Tamil Nadu,118
16/04/20,Telengana,120
16/04/20,Tripura,1
16/04/20,Uttarakhand,9
16/04/20,Uttar Pradesh,68
16/04/20,West Bengal,42
17/04/20,Andaman and Nicobar Islands,10
17/04/20,Andhra Pradesh,36
17/04/20,Arunachal Pradesh,0
17/04/20,Assam,5
17/04/20,Bihar,37
17/04/20,Chandigarh,9
17/04/20,Chhattisgarh,23
17/04/20,Delhi,51
17/04/20,Goa,6
17/04/20,Gujarat,74
17/04/20,Haryana,43
17/04/20,Himachal Pradesh,16
17/04/20,Jammu and Kashmir,38
17/04/20,Jharkhand,0
17/04/20,Karnataka,82
17/04/20,Kerala,245
17/04/20,Ladakh,14
17/04/20,Madhya Pradesh,65
17/04/20,Maharashtra,300
17/04/20,Manipur,1
17/04/20,Meghalaya,0
17/04/20,Mizoram,0
17/04/20,Nagaland,0
17/04/20,Odisha,19
17/04/20,Puducherry,1
17/04/20,Punjab,27
17/04/20,Rajasthan,164
17/04/20,Tamil Nadu,180
17/04/20,Telengana,186
17/04/20,Tripura,1
17/04/20,Uttarakhand,9
17/04/20,Uttar Pradesh,74
17/04/20,West Bengal,51
18/04/20,Andaman and Nicobar Islands,11
18/04/20,Andhra Pradesh,42
18/04/20,Arunachal Pradesh,0
18/04/20,Assam,9
18/04/20,Bihar,37
18/04/20,Chandigarh,9
18/04/20,Chhattisgarh,24
18/04/20,Delhi,72
18/04/20,Goa,6
18/04/20,Gujarat,88
18/04/20,Haryana,43
18/04/20,Himachal Pradesh,16
18/04/20,Jammu and Kashmir,42
18/04/20,Jharkhand,0
18/04/20,Karnataka,92
18/04/20,Kerala,255
18/04/20,Ladakh,14
18/04/20,Madhya Pradesh,69
18/04/20,Maharashtra,331
18/04/20,Manipur,1
18/04/20,Meghalaya,0
18/04/20,Mizoram,0
18/04/20,Nagaland,0
18/04/20,Odisha,21
18/04/20,Puducherry,3
18/04/20,Punjab,27
18/04/20,Rajasthan,183
18/04/20,Tamil Nadu,283
18/04/20,Telengana,186
18/04/20,Tripura,1
18/04/20,Uttarakhand,9
18/04/20,Uttar Pradesh,86
18/04/20,West Bengal,55
19/04/20,Andaman and Nicobar Islands,11
19/04/20,Andhra Pradesh,42
19/04/20,Arunachal Pradesh,0
19/04/20,Assam,12
19/04/20,Bihar,37
19/04/20,Chandigarh,10
19/04/20,Chhattisgarh,24
19/04/20,Delhi,72
19/04/20,Goa,6
19/04/20,Gujarat,94
19/04/20,Haryana,87
19/04/20,Himachal Pradesh,16
19/04/20,Jammu and Kashmir,51
19/04/20,Jharkhand,0
19/04/20,Karnataka,104
19/04/20,Kerala,257
19/04/20,Ladakh,14
19/04/20,Madhya Pradesh,127
19/04/20,Maharashtra,365
19/04/20,Manipur,1
19/04/20,Meghalaya,0
19/04/20,Mizoram,0
19/04/20,Nagaland,0
19/04/20,Odisha,24
19/04/20,Puducherry,3
19/04/20,Punjab,31
19/04/20,Rajasthan,183
19/04/20,Tamil Nadu,365
19/04/20,Telengana,186
19/04/20,Tripura,1
19/04/20,Uttarakhand,9
19/04/20,Uttar Pradesh,108
19/04/20,West Bengal,62
20/04/20,Andaman and Nicobar Islands,11
20/04/20,Andhra Pradesh,92
20/04/20,Arunachal Pradesh,0
20/04/20,Assam,17
20/04/20,Bihar,42
20/04/20,Chandigarh,13
20/04/20,Chhattisgarh,25
20/04/20,Delhi,290
20/04/20,Goa,7
20/04/20,Gujarat,106
20/04/20,Haryana,87
20/04/20,Himachal Pradesh,16
20/04/20,Jammu and Kashmir,56
20/04/20,Jharkhand,0
20/04/20,Karnataka,111
20/04/20,Kerala,270
20/04/20,Ladakh,14
20/04/20,Madhya Pradesh,127
20/04/20,Maharashtra,507
20/04/20,Manipur,2
20/04/20,Meghalaya,0
20/04/20,Mizoram,0
20/04/20,Nagaland,0
20/04/20,Odisha,24
20/04/20,Puducherry,3
20/04/20,Punjab,31
20/04/20,Rajasthan,183
20/04/20,Tamil Nadu,411
20/04/20,Telengana,190
20/04/20,Tripura,1
20/04/20,Uttarakhand,11
20/04/20,Uttar Pradesh,129
20/04/20,West Bengal,66
21/04/20,Andaman and Nicobar Islands,11
21/04/20,Andhra Pradesh,96
21/04/20,Arunachal Pradesh,1
21/04/20,Assam,19
21/04/20,Bihar,42
21/04/20,Chandigarh,13
21/04/20,Chhattisgarh,25
21/04/20,Delhi,431
21/04/20,Goa,7
21/04/20,Gujarat,131
21/04/20,Haryana,127
21/04/20,Himachal Pradesh,16
21/04/20,Jammu and Kashmir,71
21/04/20,Jharkhand,0
21/04/20,Karnataka,114
21/04/20,Kerala,291
21/04/20,Ladakh,14
21/04/20,Madhya Pradesh,127
21/04/20,Maharashtra,572
21/04/20,Manipur,2
21/04/20,Meghalaya,0
21/04/20,Mizoram,0
21/04/20,Nagaland,0
21/04/20,Odisha,24
21/04/20,Puducherry,3
21/04/20,Punjab,39
21/04/20,Rajasthan,205
21/04/20,Tamil Nadu,457
21/04/20,Telengana,190
21/04/20,Tripura,1
21/04/20,Uttarakhand,18
21/04/20,Uttar Pradesh,140
21/04/20,West Bengal,73
22/04/20,Andaman and Nicobar Islands,11
22/04/20,Andhra Pradesh,120
22/04/20,Arunachal Pradesh,1
22/04/20,Assam,19
22/04/20,Bihar,46
22/04/20,Chandigarh,14
22/04/20,Chhattisgarh,26
22/04/20,Delhi,611
22/04/20,Goa,7
22/04/20,Gujarat,144
22/04/20,Haryana,127
22/04/20,Himachal Pradesh,16
22/04/20,Jammu and Kashmir,81
22/04/20,Jharkhand,0
22/04/20,Karnataka,129
22/04/20,Kerala,323
22/04/20,Ladakh,14
22/04/20,Madhya Pradesh,148
22/04/20,Maharashtra,722
22/04/20,Manipur,2
22/04/20,Meghalaya,0
22/04/20,Mizoram,0
22/04/20,Odisha,30
22/04/20,Puducherry,3
22/04/20,Punjab,49
22/04/20,Rajasthan,230
22/04/20,Tamil Nadu,635
22/04/20,Telengana,194
22/04/20,Tripura,1
22/04/20,Uttarakhand,19
22/04/20,Uttar Pradesh,165
22/04/20,West Bengal,73
23/04/20,Andaman and Nicobar Islands,11
23/04/20,Andhra Pradesh,141
23/04/20,Arunachal Pradesh,1
23/04/20,Assam,19
23/04/20,Bihar,46
23/04/20,Chandigarh,14
23/04/20,Chhattisgarh,28
23/04/20,Delhi,724
23/04/20,Goa,7
23/04/20,Gujarat,179
23/04/20,Haryana,140
23/04/20,Himachal Pradesh,18
23/04/20,Jammu and Kashmir,92
23/04/20,Jharkhand,8
23/04/20,Karnataka,141
23/04/20,Kerala,324
23/04/20,Ladakh,14
23/04/20,Madhya Pradesh,148
23/04/20,Maharashtra,789
23/04/20,Manipur,2
23/04/20,Meghalaya,0
23/04/20,Mizoram,0
23/04/20,Odisha,32
23/04/20,Puducherry,3
23/04/20,Punjab,65
23/04/20,Rajasthan,230
23/04/20,Tamil Nadu,662
23/04/20,Telengana,197
23/04/20,Tripura,1
23/04/20,Uttarakhand,23
23/04/20,Uttar Pradesh,187
23/04/20,West Bengal,79
24/04/20,Andaman and Nicobar Islands,11
24/04/20,Andhra Pradesh,145
24/04/20,Arunachal Pradesh,1
24/04/20,Assam,19
24/04/20,Bihar,46
24/04/20,Chandigarh,14
24/04/20,Chhattisgarh,28
24/04/20,Delhi,808
24/04/20,Goa,7
24/04/20,Gujarat,258
24/04/20,Haryana,156
24/04/20,Himachal Pradesh,18
24/04/20,Jammu and Kashmir,92
24/04/20,Jharkhand,8
24/04/20,Karnataka,150
24/04/20,Kerala,324
24/04/20,Ladakh,14
24/04/20,Madhya Pradesh,203
24/04/20,Maharashtra,840
24/04/20,Manipur,2
24/04/20,Meghalaya,0
24/04/20,Mizoram,0
24/04/20,Odisha,33
24/04/20,Puducherry,3
24/04/20,Punjab,65
24/04/20,Rajasthan,230
24/04/20,Tamil Nadu,752
24/04/20,Telengana,253
24/04/20,Tripura,1
24/04/20,Uttarakhand,24
24/04/20,Uttar Pradesh,206
24/04/20,West Bengal,103
25/04/20,Andaman and Nicobar Islands,11
25/04/20,Andhra Pradesh,171
25/04/20,Arunachal Pradesh,1
25/04/20,Assam,19
25/04/20,Bihar,46
25/04/20,Chandigarh,15
25/04/20,Chhattisgarh,30
25/04/20,Delhi,857
25/04/20,Goa,7
25/04/20,Gujarat,265
25/04/20,Haryana,156
25/04/20,Himachal Pradesh,18
25/04/20,Jammu and Kashmir,109
25/04/20,Jharkhand,9
25/04/20,Karnataka,153
25/04/20,Kerala,331
25/04/20,Ladakh,14
25/04/20,Madhya Pradesh,210
25/04/20,Maharashtra,957
25/04/20,Manipur,2
25/04/20,Meghalaya,0
25/04/20,Mizoram,0
25/04/20,Odisha,33
25/04/20,Puducherry,3
25/04/20,Punjab,67
25/04/20,Rajasthan,230
25/04/20,Tamil Nadu,866
25/04/20,Telengana,253
25/04/20,Tripura,1
25/04/20,Uttarakhand,25
25/04/20,Uttar Pradesh,248
25/04/20,West Bengal,103
26/04/20,Andaman and Nicobar Islands,11
26/04/20,Andhra Pradesh,231
26/04/20,Arunachal Pradesh,1
26/04/20,Assam,19
26/04/20,Bihar,46
26/04/20,Chandigarh,17
26/04/20,Chhattisgarh,32
26/04/20,Delhi,869
26/04/20,Goa,7
26/04/20,Gujarat,282
26/04/20,Haryana,176
26/04/20,Himachal Pradesh,22
26/04/20,Jammu and Kashmir,112
26/04/20,Jharkhand,13
26/04/20,Karnataka,177
26/04/20,Kerala,338
26/04/20,Ladakh,14
26/04/20,Madhya Pradesh,210
26/04/20,Maharashtra,1076
26/04/20,Manipur,2
26/04/20,Meghalaya,0
26/04/20,Mizoram,0
26/04/20,Odisha,34
26/04/20,Puducherry,3
26/04/20,Punjab,67
26/04/20,Rajasthan,493
26/04/20,Tamil Nadu,960
26/04/20,Telengana,280
26/04/20,Tripura,2
26/04/20,Uttarakhand,26
26/04/20,Uttar Pradesh,289
26/04/20,West Bengal,105
27/04/20,Andaman and Nicobar Islands,11
27/04/20,Andhra Pradesh,235
27/04/20,Arunachal Pradesh,1
27/04/20,Assam,27
27/04/20,Bihar,56
27/04/20,Chandigarh,17
27/04/20,Chhattisgarh,32
27/04/20,Delhi,877
27/04/20,Goa,7
27/04/20,Gujarat,313
27/04/20,Haryana,176
27/04/20,Himachal Pradesh,22
27/04/20,Jammu and Kashmir,137
27/04/20,Jharkhand,13
27/04/20,Karnataka,188
27/04/20,Kerala,342
27/04/20,Ladakh,14
27/04/20,Madhya Pradesh,302
27/04/20,Maharashtra,1188
27/04/20,Manipur,2
27/04/20,Meghalaya,0
27/04/20,Mizoram,0
27/04/20,Odisha,35
27/04/20,Puducherry,3
27/04/20,Punjab,71
27/04/20,Rajasthan,518
27/04/20,Tamil Nadu,1020
27/04/20,Telengana,280
27/04/20,Tripura,2
27/04/20,Uttarakhand,33
27/04/20,Uttar Pradesh,335
27/04/20,West Bengal,105
28/04/20,Andaman and Nicobar Islands,11
28/04/20,Andhra Pradesh,258
28/04/20,Arunachal Pradesh,1
28/04/20,Assam,27
28/04/20,Bihar,57
28/04/20,Chandigarh,17
28/04/20,Chhattisgarh,32
28/04/20,Delhi,877
28/04/20,Goa,7
28/04/20,Gujarat,394
28/04/20,Haryana,183
28/04/20,Himachal Pradesh,22
28/04/20,Jammu and Kashmir,164
28/04/20,Jharkhand,17
28/04/20,Karnataka,198
28/04/20,Kerala,355
28/04/20,Ladakh,16
28/04/20,Madhya Pradesh,361
28/04/20,Maharashtra,1282
28/04/20,Manipur,2
28/04/20,Meghalaya,0
28/04/20,Mizoram,0
28/04/20,Odisha,37
28/04/20,Puducherry,3
28/04/20,Punjab,71
28/04/20,Rajasthan,669
28/04/20,Tamil Nadu,1101
28/04/20,Telengana,321
28/04/20,Tripura,2
28/04/20,Uttarakhand,33
28/04/20,Uttar Pradesh,400
28/04/20,West Bengal,109
29/04/20,Andaman and Nicobar Islands,15
29/04/20,Andhra Pradesh,287
29/04/20,Arunachal Pradesh,1
29/04/20,Assam,27
29/04/20,Bihar,64
29/04/20,Chandigarh,17
29/04/20,Chhattisgarh,34
29/04/20,Delhi,1078
29/04/20,Goa,7
29/04/20,Gujarat,434
29/04/20,Haryana,209
29/04/20,Himachal Pradesh,25
29/04/20,Jammu and Kashmir,176
29/04/20,Jharkhand,19
29/04/20,Karnataka,215
29/04/20,Kerala,359
29/04/20,Ladakh,16
29/04/20,Madhya Pradesh,377
29/04/20,Maharashtra,1388
29/04/20,Manipur,2
29/04/20,Meghalaya,0
29/04/20,Mizoram,0
29/04/20,Odisha,38
29/04/20,Puducherry,3
29/04/20,Punjab,71
29/04/20,Rajasthan,768
29/04/20,Tamil Nadu,1168
29/04/20,Telengana,367
29/04/20,Tripura,2
29/04/20,Uttarakhand,34
29/04/20,Uttar Pradesh,477
29/04/20,West Bengal,119
30/04/20,Andaman and Nicobar Islands,15
30/04/20,Andhra Pradesh,321
30/04/20,Arunachal Pradesh,1
30/04/20,Assam,29
30/04/20,Bihar,65
30/04/20,Chandigarh,17
30/04/20,Chhattisgarh,36
30/04/20,Delhi,1092
30/04/20,Goa,7
30/04/20,Gujarat,527
30/04/20,Haryana,209
30/04/20,Himachal Pradesh,25
30/04/20,Jammu and Kashmir,192
30/04/20,Jharkhand,19
30/04/20,Karnataka,223
30/04/20,Kerala,369
30/04/20,Ladakh,16
30/04/20,Madhya Pradesh,461
30/04/20,Maharashtra,1593
30/04/20,Manipur,2
30/04/20,Meghalaya,0
30/04/20,Mizoram,0
30/04/20,Odisha,39
30/04/20,Puducherry,5
30/04/20,Punjab,90
30/04/20,Rajasthan,768
30/04/20,Tamil Nadu,1210
30/04/20,Telengana,367
30/04/20,Tripura,2
30/04/20,Uttarakhand,36
30/04/20,Uttar Pradesh,513
30/04/20,West Bengal,124
1/5/2020,Andaman and Nicobar Islands,16
1/5/2020,Andhra Pradesh,403
1/5/2020,Arunachal Pradesh,1
1/5/2020,Assam,29
1/5/2020,Bihar,82
1/5/2020,Chandigarh,17
1/5/2020,Chhattisgarh,36
1/5/2020,Delhi,1094
1/5/2020,Goa,7
1/5/2020,Gujarat,613
1/5/2020,Haryana,209
1/5/2020,Himachal Pradesh,28
1/5/2020,Jammu and Kashmir,216
1/5/2020,Jharkhand,20
1/5/2020,Karnataka,235
1/5/2020,Kerala,383
1/5/2020,Ladakh,16
1/5/2020,Madhya Pradesh,482
1/5/2020,Maharashtra,1773
1/5/2020,Manipur,2
1/5/2020,Meghalaya,0
1/5/2020,Mizoram,0
1/5/2020,Odisha,41
1/5/2020,Puducherry,5
1/5/2020,Punjab,90
1/5/2020,Rajasthan,836
1/5/2020,Tamil Nadu,1258
1/5/2020,Telengana,441
1/5/2020,Tripura,2
1/5/2020,Uttarakhand,36
1/5/2020,Uttar Pradesh,555
1/5/2020,West Bengal,139
2/5/2020,Andaman and Nicobar Islands,16
2/5/2020,Andhra Pradesh,403
2/5/2020,Arunachal Pradesh,1
2/5/2020,Assam,32
2/5/2020,Bihar,98
2/5/2020,Chandigarh,17
2/5/2020,Chhattisgarh,36
2/5/2020,Delhi,1167
2/5/2020,Goa,7
2/5/2020,Gujarat,735
2/5/2020,Haryana,227
2/5/2020,Himachal Pradesh,30
2/5/2020,Jammu and Kashmir,247
2/5/2020,Jharkhand,20
2/5/2020,Karnataka,251
2/5/2020,Kerala,392
2/5/2020,Ladakh,17
2/5/2020,Madhya Pradesh,524
2/5/2020,Maharashtra,1879
2/5/2020,Manipur,2
2/5/2020,Meghalaya,0
2/5/2020,Mizoram,0
2/5/2020,Odisha,55
2/5/2020,Puducherry,5
2/5/2020,Punjab,90
2/5/2020,Rajasthan,1116
2/5/2020,Tamil Nadu,1312
2/5/2020,Telengana,441
2/5/2020,Tripura,2
2/5/2020,Uttarakhand,36
2/5/2020,Uttar Pradesh,654
2/5/2020,West Bengal,139
3/5/2020,Andaman and Nicobar Islands,17
3/5/2020,Andhra Pradesh,488
3/5/2020,Arunachal Pradesh,1
3/5/2020,Assam,32
3/5/2020,Bihar,117
3/5/2020,Chandigarh,19
3/5/2020,Chhattisgarh,36
3/5/2020,Delhi,1256
3/5/2020,Goa,7
3/5/2020,Gujarat,896
3/5/2020,Haryana,227
3/5/2020,Himachal Pradesh,33
3/5/2020,Jammu and Kashmir,254
3/5/2020,Jharkhand,22
3/5/2020,Karnataka,282
3/5/2020,Kerala,400
3/5/2020,Ladakh,17
3/5/2020,Madhya Pradesh,798
3/5/2020,Maharashtra,2000
3/5/2020,Manipur,2
3/5/2020,Meghalaya,0
3/5/2020,Mizoram,0
3/5/2020,Odisha,56
3/5/2020,Puducherry,5
3/5/2020,Punjab,112
3/5/2020,Rajasthan,1121
3/5/2020,Tamil Nadu,1341
3/5/2020,Telengana,458
3/5/2020,Tripura,2
3/5/2020,Uttarakhand,39
3/5/2020,Uttar Pradesh,698
3/5/2020,West Bengal,151
4/5/2020,Andaman and Nicobar Islands,32
4/5/2020,Andhra Pradesh,524
4/5/2020,Arunachal Pradesh,1
4/5/2020,Assam,32
4/5/2020,Bihar,125
4/5/2020,Chandigarh,19
4/5/2020,Chhattisgarh,36
4/5/2020,Delhi,1362
4/5/2020,Goa,7
4/5/2020,Gujarat,1042
4/5/2020,Haryana,245
4/5/2020,Himachal Pradesh,34
4/5/2020,Jammu and Kashmir,287
4/5/2020,Jharkhand,22
4/5/2020,Karnataka,304
4/5/2020,Kerala,401
4/5/2020,Ladakh,17
4/5/2020,Madhya Pradesh,798
4/5/2020,Maharashtra,2115
4/5/2020,Manipur,2
4/5/2020,Meghalaya,0
4/5/2020,Mizoram,0
4/5/2020,Odisha,60
4/5/2020,Puducherry,5
4/5/2020,Punjab,117
4/5/2020,Rajasthan,1356
4/5/2020,Tamil Nadu,1379
4/5/2020,Telengana,490
4/5/2020,Tripura,2
4/5/2020,Uttarakhand,39
4/5/2020,Uttar Pradesh,758
4/5/2020,West Bengal,151
5/5/2020,Andaman and Nicobar Islands,32
5/5/2020,Andhra Pradesh,589
5/5/2020,Arunachal Pradesh,1
5/5/2020,Assam,32
5/5/2020,Bihar,130
5/5/2020,Chandigarh,21
5/5/2020,Chhattisgarh,36
5/5/2020,Delhi,1431
5/5/2020,Goa,7
5/5/2020,Gujarat,1195
5/5/2020,Haryana,254
5/5/2020,Himachal Pradesh,38
5/5/2020,Jammu and Kashmir,303
5/5/2020,Jharkhand,27
5/5/2020,Karnataka,324
5/5/2020,Kerala,462
5/5/2020,Ladakh,17
5/5/2020,Madhya Pradesh,1000
5/5/2020,Maharashtra,2465
5/5/2020,Manipur,2
5/5/2020,Meghalaya,10
5/5/2020,Mizoram,0
5/5/2020,Odisha,60
5/5/2020,Puducherry,6
5/5/2020,Punjab,128
5/5/2020,Rajasthan,1394
5/5/2020,Tamil Nadu,1409
5/5/2020,Telengana,585
5/5/2020,Tripura,2
5/5/2020,Uttarakhand,39
5/5/2020,Uttar Pradesh,944
5/5/2020,West Bengal,218
6/5/2020,Andaman and Nicobar Islands,32
6/5/2020,Andhra Pradesh,589
6/5/2020,Arunachal Pradesh,1
6/5/2020,Assam,32
6/5/2020,Bihar,142
6/5/2020,Chandigarh,21
6/5/2020,Chhattisgarh,36
6/5/2020,Dadar Nagar Haveli,0
6/5/2020,Delhi,1468
6/5/2020,Goa,7
6/5/2020,Gujarat,1381
6/5/2020,Haryana,256
6/5/2020,Himachal Pradesh,38
6/5/2020,Jammu and Kashmir,320
6/5/2020,Jharkhand,33
6/5/2020,Karnataka,331
6/5/2020,Kerala,462
6/5/2020,Ladakh,17
6/5/2020,Madhya Pradesh,1000
6/5/2020,Maharashtra,2819
6/5/2020,Manipur,2
6/5/2020,Meghalaya,10
6/5/2020,Mizoram,0
6/5/2020,Odisha,60
6/5/2020,Puducherry,6
6/5/2020,Punjab,133
6/5/2020,Rajasthan,1525
6/5/2020,Tamil Nadu,1485
6/5/2020,Telengana,585
6/5/2020,Tripura,2
6/5/2020,Uttarakhand,39
6/5/2020,Uttar Pradesh,987
6/5/2020,West Bengal,364
7/5/2020,Andaman and Nicobar Islands,32
7/5/2020,Andhra Pradesh,729
7/5/2020,Arunachal Pradesh,1
7/5/2020,Assam,32
7/5/2020,Bihar,188
7/5/2020,Chandigarh,21
7/5/2020,Chhattisgarh,36
7/5/2020,Dadar Nagar Haveli,0
7/5/2020,Delhi,1542
7/5/2020,Goa,7
7/5/2020,Gujarat,1500
7/5/2020,Haryana,260
7/5/2020,Himachal Pradesh,38
7/5/2020,Jammu and Kashmir,322
7/5/2020,Jharkhand,37
7/5/2020,Karnataka,354
7/5/2020,Kerala,469
7/5/2020,Ladakh,17
7/5/2020,Madhya Pradesh,1099
7/5/2020,Maharashtra,3094
7/5/2020,Manipur,2
7/5/2020,Meghalaya,10
7/5/2020,Mizoram,0
7/5/2020,Odisha,61
7/5/2020,Puducherry,6
7/5/2020,Punjab,135
7/5/2020,Rajasthan,1596
7/5/2020,Tamil Nadu,1516
7/5/2020,Telengana,628
7/5/2020,Tripura,2
7/5/2020,Uttarakhand,39
7/5/2020,Uttar Pradesh,1130
7/5/2020,West Bengal,364
8/5/2020,Andaman and Nicobar Islands,33
8/5/2020,Andhra Pradesh,780
8/5/2020,Arunachal Pradesh,1
8/5/2020,Assam,34
8/5/2020,Bihar,246
8/5/2020,Chandigarh,21
8/5/2020,Chhattisgarh,38
8/5/2020,Dadar Nagar Haveli,0
8/5/2020,Delhi,1931
8/5/2020,Goa,7
8/5/2020,Gujarat,1709
8/5/2020,Haryana,260
8/5/2020,Himachal Pradesh,38
8/5/2020,Jammu and Kashmir,335
8/5/2020,Jharkhand,41
8/5/2020,Karnataka,366
8/5/2020,Kerala,474
8/5/2020,Ladakh,17
8/5/2020,Madhya Pradesh,1231
8/5/2020,Maharashtra,3301
8/5/2020,Manipur,2
8/5/2020,Meghalaya,10
8/5/2020,Mizoram,0
8/5/2020,Odisha,62
8/5/2020,Puducherry,6
8/5/2020,Punjab,149
8/5/2020,Rajasthan,1596
8/5/2020,Tamil Nadu,1547
8/5/2020,Telengana,650
8/5/2020,Tripura,2
8/5/2020,Uttarakhand,39
8/5/2020,Uttar Pradesh,1250
8/5/2020,West Bengal,364
9/5/2020,Andaman and Nicobar Islands,33
9/5/2020,Andhra Pradesh,842
9/5/2020,Arunachal Pradesh,1
9/5/2020,Assam,34
9/5/2020,Bihar,297
9/5/2020,Chandigarh,21
9/5/2020,Chhattisgarh,38
9/5/2020,Dadar Nagar Haveli,0
9/5/2020,Delhi,2020
9/5/2020,Goa,7
9/5/2020,Gujarat,1872
9/5/2020,Haryana,279
9/5/2020,Himachal Pradesh,38
9/5/2020,Jammu and Kashmir,364
9/5/2020,Jharkhand,52
9/5/2020,Karnataka,376
9/5/2020,Kerala,484
9/5/2020,Ladakh,17
9/5/2020,Madhya Pradesh,1349
9/5/2020,Maharashtra,3470
9/5/2020,Manipur,2
9/5/2020,Meghalaya,10
9/5/2020,Mizoram,0
9/5/2020,Odisha,63
9/5/2020,Puducherry,6
9/5/2020,Punjab,152
9/5/2020,Rajasthan,1916
9/5/2020,Tamil Nadu,1605
9/5/2020,Telengana,700
9/5/2020,Tripura,2
9/5/2020,Uttarakhand,46
9/5/2020,Uttar Pradesh,1387
9/5/2020,West Bengal,364
10/5/2020,Andaman and Nicobar Islands,33
10/5/2020,Andhra Pradesh,887
10/5/2020,Arunachal Pradesh,1
10/5/2020,Assam,34
10/5/2020,Bihar,322
10/5/2020,Chandigarh,24
10/5/2020,Chhattisgarh,43
10/5/2020,Dadar Nagar Haveli,0
10/5/2020,Delhi,2020
10/5/2020,Goa,7
10/5/2020,Gujarat,2091
10/5/2020,Haryana,290
10/5/2020,Himachal Pradesh,38
10/5/2020,Jammu and Kashmir,368
10/5/2020,Jharkhand,78
10/5/2020,Karnataka,386
10/5/2020,Kerala,485
10/5/2020,Ladakh,17
10/5/2020,Madhya Pradesh,1676
10/5/2020,Maharashtra,3800
10/5/2020,Manipur,2
10/5/2020,Meghalaya,10
10/5/2020,Mizoram,1
10/5/2020,Odisha,63
10/5/2020,Puducherry,6
10/5/2020,Punjab,157
10/5/2020,Rajasthan,2026
10/5/2020,Tamil Nadu,1824
10/5/2020,Telengana,750
10/5/2020,Tripura,2
