Date,State/UnionTerritory,Deaths
13/04/20,Gujarat,26
13/04/20,Haryana,3
13/04/20,Himachal Pradesh,1
13/04/20,Jammu and Kashmir,4
13/04/20,Jharkhand,2
13/04/20,Karnataka,6
13/04/20,Kerala,3
13/04/20,Ladakh,0
13/04/20,Madhya Pradesh,43
13/04/20,Maharashtra,149
13/04/20,Manipur,0
13/04/20,Mizoram,0
13/04/20,Nagaland,0
13/04/20,Odisha,1
13/04/20,Puducherry,0
13/04/20,Punjab,11
13/04/20,Rajasthan,3
13/04/20,Tamil Nadu,11
13/04/20,Telengana,16
13/04/20,Tripura,0
13/04/20,Uttarakhand,0
13/04/20,Uttar Pradesh,5
13/04/20,West Bengal,7
14/04/20,Andhra Pradesh,9
14/04/20,Andaman and Nicobar Islands,0
14/04/20,Arunachal Pradesh,0
14/04/20,Assam,1
14/04/20,Bihar,1
14/04/20,Chandigarh,0
14/04/20,Chhattisgarh,0
14/04/20,Delhi,28
14/04/20,Goa,0
14/04/20,Gujarat,26
14/04/20,Haryana,3
14/04/20,Himachal Pradesh,1
14/04/20,Jammu and Kashmir,4
14/04/20,Jharkhand,2
14/04/20,Karnataka,9
14/04/20,Kerala,3
14/04/20,Ladakh,0
14/04/20,Madhya Pradesh,50
14/04/20,Maharashtra,160
14/04/20,Manipur,0
14/04/20,Meghalaya,0
14/04/20,Mizoram,0
14/04/20,Nagaland,0
14/04/20,Odisha,1
14/04/20,Puducherry,0
14/04/20,Punjab,12
14/04/20,Rajasthan,3
14/04/20,Tamil Nadu,11
14/04/20,Telengana,17
14/04/20,Tripura,0
14/04/20,Uttarakhand,0
14/04/20,Uttar Pradesh,5
14/04/20,West Bengal,7
15/04/20,Andaman and Nicobar Islands,0
15/04/20,Andhra Pradesh,9
15/04/20,Arunachal Pradesh,0
15/04/20,Assam,1
15/04/20,Bihar,1
15/04/20,Chandigarh,0
15/04/20,Chhattisgarh,0
15/04/20,Delhi,30
15/04/20,Goa,0
15/04/20,Gujarat,30
15/04/20,Haryana,3
15/04/20,Himachal Pradesh,1
15/04/20,Jammu and Kashmir,4
15/04/20,Jharkhand,2
15/04/20,Karnataka,11
15/04/20,Kerala,3
15/04/20,Ladakh,0
15/04/20,Madhya Pradesh,53
15/04/20,Maharashtra,178
15/04/20,Manipur,0
15/04/20,Meghalaya,1
15/04/20,Mizoram,0
15/04/20,Nagaland,0
15/04/20,Odisha,1
15/04/20,Puducherry,0
15/04/20,Punjab,13
15/04/20,Rajasthan,3
15/04/20,Tamil Nadu,12
15/04/20,Telengana,18
15/04/20,Tripura,0
15/04/20,Uttarakhand,0
15/04/20,Uttar Pradesh,11
15/04/20,West Bengal,7
16/04/20,Andaman and Nicobar Islands,0
16/04/20,Andhra Pradesh,14
16/04/20,Arunachal Pradesh,0
16/04/20,Assam,1
16/04/20,Bihar,1
16/04/20,Chandigarh,0
16/04/20,Chhattisgarh,0
16/04/20,Delhi,32
16/04/20,Goa,0
16/04/20,Gujarat,36
16/04/20,Haryana,3
16/04/20,Himachal Pradesh,1
16/04/20,Jammu and Kashmir,4
16/04/20,Jharkhand,2
16/04/20,Karnataka,13
16/04/20,Kerala,3
16/04/20,Ladakh,0
16/04/20,Madhya Pradesh,53
16/04/20,Maharashtra,187
16/04/20,Manipur,0
16/04/20,Meghalaya,1
16/04/20,Mizoram,0
16/04/20,Nagaland,0
16/04/20,Odisha,1
16/04/20,Puducherry,0
16/04/20,Punjab,13
16/04/20,Rajasthan,3
16/04/20,Tamil Nadu,14
16/04/20,Telengana,18
16/04/20,Tripura,0
16/04/20,Uttarakhand,0
16/04/20,Uttar Pradesh,13
16/04/20,West Bengal,7
17/04/20,Andaman and Nicobar Islands,0
17/04/20,Andhra Pradesh,14
17/04/20,Arunachal Pradesh,0
17/04/20,Assam,1
17/04/20,Bihar,1
17/04/20,Chandigarh,0
17/04/20,Chhattisgarh,0
17/04/20,Delhi,38
17/04/20,Goa,0
17/04/20,Gujarat,38
17/04/20,Haryana,3
17/04/20,Himachal Pradesh,1
17/04/20,Jammu and Kashmir,4
17/04/20,Jharkhand,2
17/04/20,Karnataka,13
17/04/20,Kerala,3
17/04/20,Ladakh,0
17/04/20,Madhya Pradesh,57
17/04/20,Maharashtra,194
17/04/20,Manipur,0
17/04/20,Meghalaya,1
17/04/20,Mizoram,0
17/04/20,Nagaland,0
17/04/20,Odisha,1
17/04/20,Puducherry,0
17/04/20,Punjab,13
17/04/20,Rajasthan,11
17/04/20,Tamil Nadu,15
17/04/20,Telengana,18
17/04/20,Tripura,0
17/04/20,Uttarakhand,0
17/04/20,Uttar Pradesh,14
17/04/20,West Bengal,10
18/04/20,Andaman and Nicobar Islands,0
18/04/20,Andhra Pradesh,15
18/04/20,Arunachal Pradesh,0
18/04/20,Assam,1
18/04/20,Bihar,2
18/04/20,Chandigarh,0
18/04/20,Chhattisgarh,0
18/04/20,Delhi,42
18/04/20,Goa,0
18/04/20,Gujarat,48
18/04/20,Haryana,3
18/04/20,Himachal Pradesh,1
18/04/20,Jammu and Kashmir,5
18/04/20,Jharkhand,2
18/04/20,Karnataka,13
18/04/20,Kerala,3
18/04/20,Ladakh,0
18/04/20,Madhya Pradesh,69
18/04/20,Maharashtra,201
18/04/20,Manipur,0
18/04/20,Meghalaya,1
18/04/20,Mizoram,0
18/04/20,Nagaland,0
18/04/20,Odisha,1
18/04/20,Puducherry,0
18/04/20,Punjab,13
18/04/20,Rajasthan,11
18/04/20,Tamil Nadu,15
18/04/20,Telengana,18
18/04/20,Tripura,0
18/04/20,Uttarakhand,0
18/04/20,Uttar Pradesh,14
18/04/20,West Bengal,10
19/04/20,Andaman and Nicobar Islands,0
19/04/20,Andhra Pradesh,15
19/04/20,Arunachal Pradesh,0
19/04/20,Assam,1
19/04/20,Bihar,2
19/04/20,Chandigarh,0
19/04/20,Chhattisgarh,0
19/04/20,Delhi,43
19/04/20,Goa,0
19/04/20,Gujarat,58
19/04/20,Haryana,3
19/04/20,Himachal Pradesh,1
19/04/20,Jammu and Kashmir,5
19/04/20,Jharkhand,2
19/04/20,Karnataka,14
19/04/20,Kerala,3
19/04/20,Ladakh,0
19/04/20,Madhya Pradesh,70
19/04/20,Maharashtra,211
19/04/20,Manipur,0
19/04/20,Meghalaya,1
19/04/20,Mizoram,0
19/04/20,Nagaland,0
19/04/20,Odisha,1
19/04/20,Puducherry,0
19/04/20,Punjab,16
19/04/20,Rajasthan,11
19/04/20,Tamil Nadu,15
19/04/20,Telengana,18
19/04/20,Tripura,0
19/04/20,Uttarakhand,0
19/04/20,Uttar Pradesh,17
19/04/20,West Bengal,12
20/04/20,Andaman and Nicobar Islands,0
20/04/20,Andhra Pradesh,20
20/04/20,Arunachal Pradesh,0
20/04/20,Assam,1
20/04/20,Bihar,2
20/04/20,Chandigarh,0
20/04/20,Chhattisgarh,0
20/04/20,Delhi,45
20/04/20,Goa,0
20/04/20,Gujarat,67
20/04/20,Haryana,3
20/04/20,Himachal Pradesh,1
20/04/20,Jammu and Kashmir,5
20/04/20,Jharkhand,2
20/04/20,Karnataka,16
20/04/20,Kerala,3
20/04/20,Ladakh,0
20/04/20,Madhya Pradesh,74
20/04/20,Maharashtra,223
20/04/20,Manipur,0
20/04/20,Meghalaya,1
20/04/20,Mizoram,0
20/04/20,Nagaland,0
20/04/20,Odisha,1
20/04/20,Puducherry,0
20/04/20,Punjab,16
20/04/20,Rajasthan,14
20/04/20,Tamil Nadu,15
20/04/20,Telengana,21
20/04/20,Tripura,0
20/04/20,Uttarakhand,0
20/04/20,Uttar Pradesh,17
20/04/20,West Bengal,12
21/04/20,Andaman and Nicobar Islands,0
21/04/20,Andhra Pradesh,22
21/04/20,Arunachal Pradesh,0
21/04/20,Assam,1
21/04/20,Bihar,2
21/04/20,Chandigarh,0
21/04/20,Chhattisgarh,0
21/04/20,Delhi,47
21/04/20,Goa,0
21/04/20,Gujarat,77
21/04/20,Haryana,3
21/04/20,Himachal Pradesh,1
21/04/20,Jammu and Kashmir,5
21/04/20,Jharkhand,2
21/04/20,Karnataka,17
21/04/20,Kerala,3
21/04/20,Ladakh,0
21/04/20,Madhya Pradesh,76
21/04/20,Maharashtra,232
21/04/20,Manipur,0
21/04/20,Meghalaya,1
21/04/20,Mizoram,0
21/04/20,Nagaland,0
21/04/20,Odisha,1
21/04/20,Puducherry,0
21/04/20,Punjab,16
21/04/20,Rajasthan,25
21/04/20,Tamil Nadu,17
21/04/20,Telengana,23
21/04/20,Tripura,0
21/04/20,Uttarakhand,0
21/04/20,Uttar Pradesh,20
21/04/20,West Bengal,12
22/04/20,Andaman and Nicobar Islands,0
22/04/20,Andhra Pradesh,24
22/04/20,Arunachal Pradesh,0
22/04/20,Assam,1
22/04/20,Bihar,2
22/04/20,Chandigarh,0
22/04/20,Chhattisgarh,0
22/04/20,Delhi,47
22/04/20,Goa,0
22/04/20,Gujarat,95
22/04/20,Haryana,3
22/04/20,Himachal Pradesh,1
22/04/20,Jammu and Kashmir,5
22/04/20,Jharkhand,3
22/04/20,Karnataka,17
22/04/20,Kerala,3
22/04/20,Ladakh,0
22/04/20,Madhya Pradesh,80
22/04/20,Maharashtra,251
22/04/20,Manipur,0
22/04/20,Meghalaya,1
22/04/20,Mizoram,0
22/04/20,Odisha,1
22/04/20,Puducherry,0
22/04/20,Punjab,16
22/04/20,Rajasthan,25
22/04/20,Tamil Nadu,18
22/04/20,Telengana,23
22/04/20,Tripura,0
22/04/20,Uttarakhand,0
22/04/20,Uttar Pradesh,21
22/04/20,West Bengal,15
23/04/20,Andaman and Nicobar Islands,0
23/04/20,Andhra Pradesh,27
23/04/20,Arunachal Pradesh,0
23/04/20,Assam,1
23/04/20,Bihar,2
23/04/20,Chandigarh,0
23/04/20,Chhattisgarh,0
23/04/20,Delhi,48
23/04/20,Goa,0
23/04/20,Gujarat,103
23/04/20,Haryana,3
23/04/20,Himachal Pradesh,1
23/04/20,Jammu and Kashmir,5
23/04/20,Jharkhand,3
23/04/20,Karnataka,17
23/04/20,Kerala,3
23/04/20,Ladakh,0
23/04/20,Madhya Pradesh,81
23/04/20,Maharashtra,269
23/04/20,Manipur,0
23/04/20,Meghalaya,1
23/04/20,Mizoram,0
23/04/20,Odisha,1
23/04/20,Puducherry,0
23/04/20,Punjab,16
23/04/20,Rajasthan,27
23/04/20,Tamil Nadu,18
23/04/20,Telengana,24
23/04/20,Tripura,0
23/04/20,Uttarakhand,0
23/04/20,Uttar Pradesh,21
23/04/20,West Bengal,15
24/04/20,Andaman and Nicobar Islands,0
24/04/20,Andhra Pradesh,29
24/04/20,Arunachal Pradesh,0
24/04/20,Assam,1
24/04/20,Bihar,2
24/04/20,Chandigarh,0
24/04/20,Chhattisgarh,0
24/04/20,Delhi,50
24/04/20,Goa,0
24/04/20,Gujarat,112
24/04/20,Haryana,3
24/04/20,Himachal Pradesh,1
24/04/20,Jammu and Kashmir,5
24/04/20,Jharkhand,3
24/04/20,Karnataka,18
24/04/20,Kerala,3
24/04/20,Ladakh,0
24/04/20,Madhya Pradesh,83
24/04/20,Maharashtra,283
24/04/20,Manipur,0
24/04/20,Meghalaya,1
24/04/20,Mizoram,0
24/04/20,Odisha,1
24/04/20,Puducherry,0
24/04/20,Punjab,16
24/04/20,Rajasthan,27
24/04/20,Tamil Nadu,20
24/04/20,Telengana,26
24/04/20,Tripura,0
24/04/20,Uttarakhand,0
24/04/20,Uttar Pradesh,24
24/04/20,West Bengal,15
25/04/20,Andaman and Nicobar Islands,0
25/04/20,Andhra Pradesh,31
25/04/20,Arunachal Pradesh,0
25/04/20,Assam,1
25/04/20,Bihar,2
25/04/20,Chandigarh,0
25/04/20,Chhattisgarh,0
25/04/20,Delhi,53
25/04/20,Goa,0
25/04/20,Gujarat,127
25/04/20,Haryana,3
25/04/20,Himachal Pradesh,1
25/04/20,Jammu and Kashmir,5
25/04/20,Jharkhand,3
25/04/20,Karnataka,18
25/04/20,Kerala,4
25/04/20,Ladakh,0
25/04/20,Madhya Pradesh,92
25/04/20,Maharashtra,301
25/04/20,Manipur,0
25/04/20,Meghalaya,1
25/04/20,Mizoram,0
25/04/20,Odisha,1
25/04/20,Puducherry,0
25/04/20,Punjab,17
25/04/20,Rajasthan,27
25/04/20,Tamil Nadu,22
25/04/20,Telengana,26
25/04/20,Tripura,0
25/04/20,Uttarakhand,0
25/04/20,Uttar Pradesh,26
25/04/20,West Bengal,18
26/04/20,Andaman and Nicobar Islands,0
26/04/20,Andhra Pradesh,31
26/04/20,Arunachal Pradesh,0
26/04/20,Assam,1
26/04/20,Bihar,2
26/04/20,Chandigarh,0
26/04/20,Chhattisgarh,0
26/04/20,Delhi,54
26/04/20,Goa,0
26/04/20,Gujarat,133
26/04/20,Haryana,3
26/04/20,Himachal Pradesh,1
26/04/20,Jammu and Kashmir,6
26/04/20,Jharkhand,3
26/04/20,Karnataka,18
26/04/20,Kerala,4
26/04/20,Ladakh,0
26/04/20,Madhya Pradesh,99
26/04/20,Maharashtra,323
26/04/20,Manipur,0
26/04/20,Meghalaya,1
26/04/20,Mizoram,0
26/04/20,Odisha,1
26/04/20,Puducherry,0
26/04/20,Punjab,17
26/04/20,Rajasthan,33
26/04/20,Tamil Nadu,23
26/04/20,Telengana,26
26/04/20,Tripura,0
26/04/20,Uttarakhand,0
26/04/20,Uttar Pradesh,29
26/04/20,West Bengal,18
27/04/20,Andaman and Nicobar Islands,0
27/04/20,Andhra Pradesh,31
27/04/20,Arunachal Pradesh,0
27/04/20,Assam,1
27/04/20,Bihar,2
27/04/20,Chandigarh,0
27/04/20,Chhattisgarh,0
27/04/20,Delhi,54
27/04/20,Goa,0
27/04/20,Gujarat,151
27/04/20,Haryana,3
27/04/20,Himachal Pradesh,1
27/04/20,Jammu and Kashmir,6
27/04/20,Jharkhand,3
27/04/20,Karnataka,20
27/04/20,Kerala,4
27/04/20,Ladakh,0
27/04/20,Madhya Pradesh,106
27/04/20,Maharashtra,342
27/04/20,Manipur,0
27/04/20,Meghalaya,1
27/04/20,Mizoram,0
27/04/20,Odisha,1
27/04/20,Puducherry,0
27/04/20,Punjab,18
27/04/20,Rajasthan,41
27/04/20,Tamil Nadu,24
27/04/20,Telengana,26
27/04/20,Tripura,0
27/04/20,Uttarakhand,0
27/04/20,Uttar Pradesh,31
27/04/20,West Bengal,20
28/04/20,Andaman and Nicobar Islands,0
28/04/20,Andhra Pradesh,31
28/04/20,Arunachal Pradesh,0
28/04/20,Assam,1
28/04/20,Bihar,2
28/04/20,Chandigarh,0
28/04/20,Chhattisgarh,0
28/04/20,Delhi,54
28/04/20,Goa,0
28/04/20,Gujarat,162
28/04/20,Haryana,3
28/04/20,Himachal Pradesh,1
28/04/20,Jammu and Kashmir,7
28/04/20,Jharkhand,3
28/04/20,Karnataka,20
28/04/20,Kerala,4
28/04/20,Ladakh,0
28/04/20,Madhya Pradesh,113
28/04/20,Maharashtra,369
28/04/20,Manipur,0
28/04/20,Meghalaya,1
28/04/20,Mizoram,0
28/04/20,Odisha,1
28/04/20,Puducherry,0
28/04/20,Punjab,18
28/04/20,Rajasthan,46
28/04/20,Tamil Nadu,24
28/04/20,Telengana,26
28/04/20,Tripura,0
28/04/20,Uttarakhand,0
28/04/20,Uttar Pradesh,31
28/04/20,West Bengal,20
29/04/20,Andaman and Nicobar Islands,0
29/04/20,Andhra Pradesh,31
29/04/20,Arunachal Pradesh,0
29/04/20,Assam,1
29/04/20,Bihar,2
29/04/20,Chandigarh,0
29/04/20,Chhattisgarh,0
29/04/20,Delhi,54
29/04/20,Goa,0
29/04/20,Gujarat,181
29/04/20,Haryana,3
29/04/20,Himachal Pradesh,1
29/04/20,Jammu and Kashmir,8
29/04/20,Jharkhand,3
29/04/20,Karnataka,20
29/04/20,Kerala,4
29/04/20,Ladakh,0
29/04/20,Madhya Pradesh,119
29/04/20,Maharashtra,400
29/04/20,Manipur,0
29/04/20,Meghalaya,1
29/04/20,Mizoram,0
29/04/20,Odisha,1
29/04/20,Puducherry,0
29/04/20,Punjab,19
29/04/20,Rajasthan,51
29/04/20,Tamil Nadu,25
29/04/20,Telengana,26
29/04/20,Tripura,0
29/04/20,Uttarakhand,0
29/04/20,Uttar Pradesh,36
29/04/20,West Bengal,22
30/04/20,Andaman and Nicobar Islands,0
30/04/20,Andhra Pradesh,31
30/04/20,Arunachal Pradesh,0
30/04/20,Assam,1
30/04/20,Bihar,2
30/04/20,Chandigarh,0
30/04/20,Chhattisgarh,0
30/04/20,Delhi,56
30/04/20,Goa,0
30/04/20,Gujarat,197
30/04/20,Haryana,3
30/04/20,Himachal Pradesh,1
30/04/20,Jammu and Kashmir,8
30/04/20,Jharkhand,3
30/04/20,Karnataka,21
30/04/20,Kerala,4
30/04/20,Ladakh,0
30/04/20,Madhya Pradesh,130
30/04/20,Maharashtra,432
30/04/20,Manipur,0
30/04/20,Meghalaya,1
30/04/20,Mizoram,0
30/04/20,Odisha,1
30/04/20,Puducherry,0
30/04/20,Punjab,19
30/04/20,Rajasthan,51
30/04/20,Tamil Nadu,27
30/04/20,Telengana,26
30/04/20,Tripura,0
30/04/20,Uttarakhand,0
30/04/20,Uttar Pradesh,39
30/04/20,West Bengal,22
1/5/2020,Andaman and Nicobar Islands,0
1/5/2020,Andhra Pradesh,33
1/5/2020,Arunachal Pradesh,0
1/5/2020,Assam,1
1/5/2020,Bihar,2
1/5/2020,Chandigarh,0
1/5/2020,Chhattisgarh,0
1/5/2020,Delhi,59
1/5/2020,Goa,0
1/5/2020,Gujarat,214
1/5/2020,Haryana,3
1/5/2020,Himachal Pradesh,1
1/5/2020,Jammu and Kashmir,8
1/5/2020,Jharkhand,3
1/5/2020,Karnataka,22
1/5/2020,Kerala,4
1/5/2020,Ladakh,0
1/5/2020,Madhya Pradesh,137
1/5/2020,Maharashtra,459
1/5/2020,Manipur,0
1/5/2020,Meghalaya,1
1/5/2020,Mizoram,0
1/5/2020,Odisha,1
1/5/2020,Puducherry,0
1/5/2020,Punjab,19
1/5/2020,Rajasthan,58
1/5/2020,Tamil Nadu,27
1/5/2020,Telengana,26
1/5/2020,Tripura,0
1/5/2020,Uttarakhand,0
1/5/2020,Uttar Pradesh,41
1/5/2020,West Bengal,33
2/5/2020,Andaman and Nicobar Islands,0
2/5/2020,Andhra Pradesh,33
2/5/2020,Arunachal Pradesh,0
2/5/2020,Assam,1
2/5/2020,Bihar,3
2/5/2020,Chandigarh,0
2/5/2020,Chhattisgarh,0
2/5/2020,Delhi,61
2/5/2020,Goa,0
2/5/2020,Gujarat,236
2/5/2020,Haryana,4
2/5/2020,Himachal Pradesh,1
2/5/2020,Jammu and Kashmir,8
2/5/2020,Jharkhand,3
2/5/2020,Karnataka,22
2/5/2020,Kerala,4
2/5/2020,Ladakh,0
2/5/2020,Madhya Pradesh,145
2/5/2020,Maharashtra,485
2/5/2020,Manipur,0
2/5/2020,Meghalaya,1
2/5/2020,Mizoram,0
2/5/2020,Odisha,1
2/5/2020,Puducherry,0
2/5/2020,Punjab,19
2/5/2020,Rajasthan,62
2/5/2020,Tamil Nadu,28
2/5/2020,Telengana,26
2/5/2020,Tripura,0
2/5/2020,Uttarakhand,0
2/5/2020,Uttar Pradesh,42
2/5/2020,West Bengal,33
3/5/2020,Andaman and Nicobar Islands,0
3/5/2020,Andhra Pradesh,33
3/5/2020,Arunachal Pradesh,0
3/5/2020,Assam,1
3/5/2020,Bihar,4
3/5/2020,Chandigarh,0
3/5/2020,Chhattisgarh,0
3/5/2020,Delhi,64
3/5/2020,Goa,0
3/5/2020,Gujarat,262
3/5/2020,Haryana,4
3/5/2020,Himachal Pradesh,1
3/5/2020,Jammu and Kashmir,8
3/5/2020,Jharkhand,3
3/5/2020,Karnataka,25
3/5/2020,Kerala,4
3/5/2020,Ladakh,0
3/5/2020,Madhya Pradesh,156
3/5/2020,Maharashtra,521
3/5/2020,Manipur,0
3/5/2020,Meghalaya,1
3/5/2020,Mizoram,0
3/5/2020,Odisha,1
3/5/2020,Puducherry,0
3/5/2020,Punjab,20
3/5/2020,Rajasthan,65
3/5/2020,Tamil Nadu,29
3/5/2020,Telengana,28
3/5/2020,Tripura,0
3/5/2020,Uttarakhand,0
3/5/2020,Uttar Pradesh,43
3/5/2020,West Bengal,33
4/5/2020,Andaman and Nicobar Islands,0
4/5/2020,Andhra Pradesh,36
4/5/2020,Arunachal Pradesh,0
4/5/2020,Assam,1
4/5/2020,Bihar,4
4/5/2020,Chandigarh,0
4/5/2020,Chhattisgarh,0
4/5/2020,Delhi,64
4/5/2020,Goa,0
4/5/2020,Gujarat,290
4/5/2020,Haryana,5
4/5/2020,Himachal Pradesh,1
4/5/2020,Jammu and Kashmir,8
4/5/2020,Jharkhand,3
4/5/2020,Karnataka,26
4/5/2020,Kerala,4
4/5/2020,Ladakh,0
4/5/2020,Madhya Pradesh,165
4/5/2020,Maharashtra,548
4/5/2020,Manipur,0
4/5/2020,Meghalaya,1
4/5/2020,Mizoram,0
4/5/2020,Odisha,1
4/5/2020,Puducherry,0
4/5/2020,Punjab,21
4/5/2020,Rajasthan,71
4/5/2020,Tamil Nadu,30
4/5/2020,Telengana,29
4/5/2020,Tripura,0
4/5/2020,Uttarakhand,1
4/5/2020,Uttar Pradesh,45
4/5/2020,West Bengal,35
5/5/2020,Andaman and Nicobar Islands,0
5/5/2020,Andhra Pradesh,36
5/5/2020,Arunachal Pradesh,0
5/5/2020,Assam,1
5/5/2020,Bihar,4
5/5/2020,Chandigarh,1
5/5/2020,Chhattisgarh,0
5/5/2020,Delhi,64
5/5/2020,Goa,0
5/5/2020,Gujarat,319
5/5/2020,Haryana,6
5/5/2020,Himachal Pradesh,1
5/5/2020,Jammu and Kashmir,8
5/5/2020,Jharkhand,3
5/5/2020,Karnataka,28
5/5/2020,Kerala,4
5/5/2020,Ladakh,0
5/5/2020,Madhya Pradesh,176
5/5/2020,Maharashtra,583
5/5/2020,Manipur,0
5/5/2020,Meghalaya,1
5/5/2020,Mizoram,0
5/5/2020,Odisha,1
5/5/2020,Puducherry,0
5/5/2020,Punjab,23
5/5/2020,Rajasthan,77
5/5/2020,Tamil Nadu,31
5/5/2020,Telengana,29
5/5/2020,Tripura,0
5/5/2020,Uttarakhand,1
5/5/2020,Uttar Pradesh,53
5/5/2020,West Bengal,133
6/5/2020,Andaman and Nicobar Islands,0
6/5/2020,Andhra Pradesh,36
6/5/2020,Arunachal Pradesh,0
6/5/2020,Assam,1
6/5/2020,Bihar,4
6/5/2020,Chandigarh,1
6/5/2020,Chhattisgarh,0
6/5/2020,Dadar Nagar Haveli,0
6/5/2020,Delhi,64
6/5/2020,Goa,0
6/5/2020,Gujarat,368
6/5/2020,Haryana,6
6/5/2020,Himachal Pradesh,2
6/5/2020,Jammu and Kashmir,8
6/5/2020,Jharkhand,3
6/5/2020,Karnataka,29
6/5/2020,Kerala,4
6/5/2020,Ladakh,0
6/5/2020,Madhya Pradesh,176
6/5/2020,Maharashtra,617
6/5/2020,Manipur,0
6/5/2020,Meghalaya,1
6/5/2020,Mizoram,0
6/5/2020,Odisha,1
6/5/2020,Puducherry,0
6/5/2020,Punjab,25
6/5/2020,Rajasthan,89
6/5/2020,Tamil Nadu,33
6/5/2020,Telengana,29
6/5/2020,Tripura,0
6/5/2020,Uttarakhand,1
6/5/2020,Uttar Pradesh,56
6/5/2020,West Bengal,140
7/5/2020,Andaman and Nicobar Islands,0
7/5/2020,Andhra Pradesh,36
7/5/2020,Arunachal Pradesh,0
7/5/2020,Assam,1
7/5/2020,Bihar,4
7/5/2020,Chandigarh,1
7/5/2020,Chhattisgarh,0
7/5/2020,Dadar Nagar Haveli,0
7/5/2020,Delhi,65
7/5/2020,Goa,0
7/5/2020,Gujarat,396
7/5/2020,Haryana,7
7/5/2020,Himachal Pradesh,2
7/5/2020,Jammu and Kashmir,8
7/5/2020,Jharkhand,3
7/5/2020,Karnataka,29
7/5/2020,Kerala,4
7/5/2020,Ladakh,0
7/5/2020,Madhya Pradesh,185
7/5/2020,Maharashtra,651
7/5/2020,Manipur,0
7/5/2020,Meghalaya,1
7/5/2020,Mizoram,0
7/5/2020,Odisha,2
7/5/2020,Puducherry,0
7/5/2020,Punjab,27
7/5/2020,Rajasthan,92
7/5/2020,Tamil Nadu,35
7/5/2020,Telengana,29
7/5/2020,Tripura,0
7/5/2020,Uttarakhand,1
7/5/2020,Uttar Pradesh,60
7/5/2020,West Bengal,144
8/5/2020,Andaman and Nicobar Islands,0
8/5/2020,Andhra Pradesh,38
8/5/2020,Arunachal Pradesh,0
8/5/2020,Assam,1
8/5/2020,Bihar,5
8/5/2020,Chandigarh,1
8/5/2020,Chhattisgarh,0
8/5/2020,Dadar Nagar Haveli,0
8/5/2020,Delhi,66
8/5/2020,Goa,0
8/5/2020,Gujarat,425
8/5/2020,Haryana,7
8/5/2020,Himachal Pradesh,2
8/5/2020,Jammu and Kashmir,9
8/5/2020,Jharkhand,3
8/5/2020,Karnataka,30
8/5/2020,Kerala,4
8/5/2020,Ladakh,0
8/5/2020,Madhya Pradesh,193
8/5/2020,Maharashtra,694
8/5/2020,Manipur,0
8/5/2020,Meghalaya,1
8/5/2020,Mizoram,0
8/5/2020,Odisha,2
8/5/2020,Puducherry,0
8/5/2020,Punjab,28
8/5/2020,Rajasthan,97
8/5/2020,Tamil Nadu,37
8/5/2020,Telengana,29
8/5/2020,Tripura,0
8/5/2020,Uttarakhand,1
8/5/2020,Uttar Pradesh,62
8/5/2020,West Bengal,151
9/5/2020,Andaman and Nicobar Islands,0
9/5/2020,Andhra Pradesh,41
9/5/2020,Arunachal Pradesh,0
9/5/2020,Assam,1
9/5/2020,Bihar,5
9/5/2020,Chandigarh,1
9/5/2020,Chhattisgarh,0
9/5/2020,Dadar Nagar Haveli,0
9/5/2020,Delhi,68
9/5/2020,Goa,0
9/5/2020,Gujarat,449
9/5/2020,Haryana,8
9/5/2020,Himachal Pradesh,2
9/5/2020,Jammu and Kashmir,9
9/5/2020,Jharkhand,3
9/5/2020,Karnataka,30
9/5/2020,Kerala,4
9/5/2020,Ladakh,0
9/5/2020,Madhya Pradesh,200
9/5/2020,Maharashtra,731
9/5/2020,Manipur,0
9/5/2020,Meghalaya,1
9/5/2020,Mizoram,0
9/5/2020,Odisha,2
9/5/2020,Puducherry,0
9/5/2020,Punjab,29
9/5/2020,Rajasthan,101
9/5/2020,Tamil Nadu,40
9/5/2020,Telengana,29
9/5/2020,Tripura,0
9/5/2020,Uttarakhand,1
9/5/2020,Uttar Pradesh,66
9/5/2020,West Bengal,160
10/5/2020,Andaman and Nicobar Islands,0
10/5/2020,Andhra Pradesh,44
10/5/2020,Arunachal Pradesh,0
10/5/2020,Assam,2
10/5/2020,Bihar,5
10/5/2020,Chandigarh,2
10/5/2020,Chhattisgarh,0
10/5/2020,Dadar Nagar Haveli,0
10/5/2020,Delhi,73
10/5/2020,Goa,0
10/5/2020,Gujarat,472
10/5/2020,Haryana,9
10/5/2020,Himachal Pradesh,2
10/5/2020,Jammu and Kashmir,9
10/5/2020,Jharkhand,3
10/5/2020,Karnataka,30
10/5/2020,Kerala,4
10/5/2020,Ladakh,0
10/5/2020,Madhya Pradesh,215
10/5/2020,Maharashtra,779
10/5/2020,Manipur,0
10/5/2020,Meghalaya,1
10/5/2020,Mizoram,0
10/5/2020,Odisha,2
10/5/2020,Puducherry,0
10/5/2020,Punjab,31
10/5/2020,Rajasthan,106
10/5/2020,Tamil Nadu,44
10/5/2020,Telengana,30
10/5/2020,Tripura,0
10/5/2020,Uttarakhand,1
10/5/2020,Uttar Pradesh,74
10/5/2020,West Bengal,171
11/5/2020,Andaman and Nicobar Islands,0
11/5/2020,Andhra Pradesh,45
11/5/2020,Arunachal Pradesh,0
11/5/2020,Assam,2
