Date,State/UnionTerritory,Deaths
4/4/2020,Odisha,0
4/4/2020,Puducherry,0
4/4/2020,Punjab,5
4/4/2020,Rajasthan,0
4/4/2020,Tamil Nadu,2
4/4/2020,Telengana,7
4/4/2020,Uttarakhand,0
4/4/2020,Uttar Pradesh,2
4/4/2020,West Bengal,3
5/4/2020,Andhra Pradesh,1
5/4/2020,Andaman and Nicobar Islands,0
5/4/2020,Arunachal Pradesh,0
5/4/2020,Assam,0
5/4/2020,Bihar,1
5/4/2020,Chandigarh,0
5/4/2020,Chhattisgarh,0
5/4/2020,Delhi,7
5/4/2020,Goa,0
5/4/2020,Gujarat,11
5/4/2020,Haryana,1
5/4/2020,Himachal Pradesh,1
5/4/2020,Jammu and Kashmir,2
5/4/2020,Jharkhand,0
5/4/2020,Karnataka,4
5/4/2020,Kerala,2
5/4/2020,Ladakh,0
5/4/2020,Madhya Pradesh,9
5/4/2020,Maharashtra,24
5/4/2020,Manipur,0
5/4/2020,Mizoram,0
5/4/2020,Odisha,0
5/4/2020,Puducherry,0
5/4/2020,Punjab,5
5/4/2020,Rajasthan,0
5/4/2020,Tamil Nadu,3
5/4/2020,Telengana,7
5/4/2020,Uttarakhand,0
5/4/2020,Uttar Pradesh,2
5/4/2020,West Bengal,3
6/4/2020,Andhra Pradesh,3
6/4/2020,Andaman and Nicobar Islands,0
6/4/2020,Arunachal Pradesh,0
6/4/2020,Assam,0
6/4/2020,Bihar,1
6/4/2020,Chandigarh,0
6/4/2020,Chhattisgarh,0
6/4/2020,Delhi,7
6/4/2020,Goa,0
6/4/2020,Gujarat,12
6/4/2020,Haryana,1
6/4/2020,Himachal Pradesh,1
6/4/2020,Jammu and Kashmir,2
6/4/2020,Jharkhand,0
6/4/2020,Karnataka,4
6/4/2020,Kerala,2
6/4/2020,Ladakh,0
6/4/2020,Madhya Pradesh,9
6/4/2020,Maharashtra,45
6/4/2020,Manipur,0
6/4/2020,Mizoram,0
6/4/2020,Odisha,0
6/4/2020,Puducherry,0
6/4/2020,Punjab,6
6/4/2020,Rajasthan,0
6/4/2020,Tamil Nadu,5
6/4/2020,Telengana,7
6/4/2020,Uttarakhand,0
6/4/2020,Uttar Pradesh,3
6/4/2020,West Bengal,3
7/4/2020,Andhra Pradesh,3
7/4/2020,Andaman and Nicobar Islands,0
7/4/2020,Arunachal Pradesh,0
7/4/2020,Assam,0
7/4/2020,Bihar,1
7/4/2020,Chandigarh,0
7/4/2020,Chhattisgarh,0
7/4/2020,Delhi,7
7/4/2020,Goa,0
7/4/2020,Gujarat,13
7/4/2020,Haryana,1
7/4/2020,Himachal Pradesh,1
7/4/2020,Jammu and Kashmir,2
7/4/2020,Jharkhand,0
7/4/2020,Karnataka,4
7/4/2020,Kerala,2
7/4/2020,Ladakh,0
7/4/2020,Madhya Pradesh,13
7/4/2020,Maharashtra,48
7/4/2020,Manipur,0
7/4/2020,Mizoram,0
7/4/2020,Odisha,1
7/4/2020,Puducherry,0
7/4/2020,Punjab,7
7/4/2020,Rajasthan,3
7/4/2020,Tamil Nadu,5
7/4/2020,Telengana,7
7/4/2020,Tripura,0
7/4/2020,Uttarakhand,0
7/4/2020,Uttar Pradesh,3
7/4/2020,West Bengal,3
8/4/2020,Andhra Pradesh,4
8/4/2020,Andaman and Nicobar Islands,0
8/4/2020,Arunachal Pradesh,0
8/4/2020,Assam,0
8/4/2020,Bihar,1
8/4/2020,Chandigarh,0
8/4/2020,Chhattisgarh,0
8/4/2020,Delhi,9
8/4/2020,Goa,0
8/4/2020,Gujarat,13
8/4/2020,Haryana,3
8/4/2020,Himachal Pradesh,1
8/4/2020,Jammu and Kashmir,2
8/4/2020,Jharkhand,0
8/4/2020,Karnataka,4
8/4/2020,Kerala,2
8/4/2020,Ladakh,0
8/4/2020,Madhya Pradesh,13
8/4/2020,Maharashtra,64
8/4/2020,Manipur,0
8/4/2020,Mizoram,0
8/4/2020,Odisha,1
8/4/2020,Puducherry,0
8/4/2020,Punjab,7
8/4/2020,Rajasthan,3
8/4/2020,Tamil Nadu,7
8/4/2020,Telengana,7
8/4/2020,Tripura,0
8/4/2020,Uttarakhand,0
8/4/2020,Uttar Pradesh,3
8/4/2020,West Bengal,5
9/4/2020,Andhra Pradesh,4
9/4/2020,Andaman and Nicobar Islands,0
9/4/2020,Arunachal Pradesh,0
9/4/2020,Assam,0
9/4/2020,Bihar,1
9/4/2020,Chandigarh,0
9/4/2020,Chhattisgarh,0
9/4/2020,Delhi,9
9/4/2020,Goa,0
9/4/2020,Gujarat,16
9/4/2020,Haryana,3
9/4/2020,Himachal Pradesh,1
9/4/2020,Jammu and Kashmir,4
9/4/2020,Jharkhand,0
9/4/2020,Karnataka,5
9/4/2020,Kerala,2
9/4/2020,Ladakh,0
9/4/2020,Madhya Pradesh,16
9/4/2020,Maharashtra,72
9/4/2020,Manipur,0
9/4/2020,Mizoram,0
9/4/2020,Odisha,1
9/4/2020,Puducherry,0
9/4/2020,Punjab,8
9/4/2020,Rajasthan,3
9/4/2020,Tamil Nadu,8
9/4/2020,Telengana,7
9/4/2020,Tripura,0
9/4/2020,Uttarakhand,0
9/4/2020,Uttar Pradesh,4
9/4/2020,West Bengal,5
10/4/2020,Andhra Pradesh,6
10/4/2020,Andaman and Nicobar Islands,0
10/4/2020,Arunachal Pradesh,0
10/4/2020,Assam,0
10/4/2020,Bihar,1
10/4/2020,Chandigarh,0
10/4/2020,Chhattisgarh,0
10/4/2020,Delhi,13
10/4/2020,Goa,0
10/4/2020,Gujarat,17
10/4/2020,Haryana,3
10/4/2020,Himachal Pradesh,1
10/4/2020,Jammu and Kashmir,4
10/4/2020,Jharkhand,1
10/4/2020,Karnataka,6
10/4/2020,Kerala,2
10/4/2020,Ladakh,0
10/4/2020,Madhya Pradesh,16
10/4/2020,Maharashtra,97
10/4/2020,Manipur,0
10/4/2020,Mizoram,0
10/4/2020,Odisha,1
10/4/2020,Puducherry,0
10/4/2020,Punjab,11
10/4/2020,Rajasthan,3
10/4/2020,Tamil Nadu,8
10/4/2020,Telengana,7
10/4/2020,Tripura,0
10/4/2020,Uttarakhand,0
10/4/2020,Uttar Pradesh,4
10/4/2020,West Bengal,5
11/4/2020,Andhra Pradesh,6
11/4/2020,Andaman and Nicobar Islands,0
11/4/2020,Arunachal Pradesh,0
11/4/2020,Assam,1
11/4/2020,Bihar,1
11/4/2020,Chandigarh,0
11/4/2020,Chhattisgarh,0
11/4/2020,Delhi,14
11/4/2020,Goa,0
11/4/2020,Gujarat,19
11/4/2020,Haryana,3
11/4/2020,Himachal Pradesh,1
11/4/2020,Jammu and Kashmir,4
11/4/2020,Jharkhand,1
11/4/2020,Karnataka,6
11/4/2020,Kerala,2
11/4/2020,Ladakh,0
11/4/2020,Madhya Pradesh,33
11/4/2020,Maharashtra,110
11/4/2020,Manipur,0
11/4/2020,Mizoram,0
11/4/2020,Odisha,1
11/4/2020,Puducherry,0
11/4/2020,Punjab,11
11/4/2020,Rajasthan,3
11/4/2020,Tamil Nadu,8
11/4/2020,Telengana,9
11/4/2020,Tripura,0
11/4/2020,Uttarakhand,0
11/4/2020,Uttar Pradesh,4
11/4/2020,West Bengal,5
12/4/2020,Andhra Pradesh,6
12/4/2020,Andaman and Nicobar Islands,0
12/4/2020,Arunachal Pradesh,0
12/4/2020,Assam,1
12/4/2020,Bihar,1
12/4/2020,Chandigarh,0
12/4/2020,Chhattisgarh,0
12/4/2020,Delhi,19
12/4/2020,Goa,0
12/4/2020,Gujarat,22
12/4/2020,Haryana,3
12/4/2020,Himachal Pradesh,1
12/4/2020,Jammu and Kashmir,4
12/4/2020,Jharkhand,1
12/4/2020,Karnataka,6
12/4/2020,Kerala,2
12/4/2020,Ladakh,0
12/4/2020,Madhya Pradesh,36
12/4/2020,Maharashtra,127
12/4/2020,Manipur,0
12/4/2020,Mizoram,0
12/4/2020,Odisha,1
12/4/2020,Puducherry,0
12/4/2020,Punjab,11
12/4/2020,Rajasthan,3
12/4/2020,Tamil Nadu,10
12/4/2020,Telengana,9
12/4/2020,Tripura,0
12/4/2020,Uttarakhand,0
12/4/2020,Uttar Pradesh,5
12/4/2020,West Bengal,5
13/04/20,Andhra Pradesh,7
13/04/20,Andaman and Nicobar Islands,0
13/04/20,Arunachal Pradesh,0
13/04/20,Assam,1
13/04/20,Bihar,1
13/04/20,Chandigarh,0
13/04/20,Chhattisgarh,0
13/04/20,Delhi,24
13/04/20,Goa,0
